Time,Area,Mean,Mode,Min,Max,Perim.,Circ.,Feret,IntDen,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
227,0.076,313.778,302,170,543,1.011,0.935,0.395,23.863,5648,241,3,5,170.538,0.322,1.085,0.922,0.818
228,0.072,341.706,174,174,573,0.903,1.000,0.416,24.543,5809,242,3,3,141.340,0.260,1.497,0.668,0.919
229,0.072,360.059,195,195,628,0.903,1.000,0.379,25.861,6121,243,3,4,149.036,0.260,1.263,0.792,0.919
230,0.093,305.682,175,175,449,1.087,0.988,0.436,28.413,6725,244,3,3,153.435,0.325,1.245,0.803,0.880
231,0.072,372.882,237,171,700,0.903,1.000,0.379,26.782,6339,245,3,4,149.036,0.260,1.263,0.792,0.919
232,0.080,304.789,171,171,518,1.011,0.987,0.411,24.467,5791,246,3,4,161.565,0.320,1.312,0.762,0.826
233,0.072,327.000,207,207,533,0.903,1.000,0.379,23.487,5559,247,3,4,149.036,0.260,1.263,0.792,0.919
234,0.076,312.167,227,181,529,0.957,1.000,0.379,23.740,5619,248,3,4,149.036,0.322,1.130,0.885,0.857
235,0.068,297.312,170,170,455,0.865,1.000,0.379,20.098,4757,249,3,4,149.036,0.260,1.392,0.718,0.889
236,0.072,274.588,177,177,457,0.995,0.911,0.411,19.722,4668,250,2,4,161.565,0.260,1.393,0.718,0.850
237,0.068,252.562,180,180,347,0.865,1.000,0.379,17.073,4041,251,3,4,149.036,0.260,1.392,0.718,0.889
238,0.068,259.062,170,170,415,0.995,0.857,0.395,17.513,4145,252,3,5,170.538,0.260,1.432,0.698,0.821
239,0.068,283.375,178,178,429,0.865,1.000,0.379,19.156,4534,253,4,3,149.036,0.260,1.371,0.729,0.889
240,0.080,232.789,293,174,317,0.995,1.000,0.436,18.687,4423,254,3,3,153.435,0.260,1.548,0.646,0.905
241,0.076,278.611,326,175,401,0.957,1.000,0.411,21.188,5015,255,3,4,161.565,0.260,1.414,0.707,0.857
242,0.068,280.688,172,172,464,0.903,1.000,0.379,18.974,4491,256,3,4,149.036,0.260,1.292,0.774,0.889
243,0.068,313.250,173,173,526,0.942,0.958,0.411,21.176,5012,257,3,4,161.565,0.195,1.873,0.534,0.941
244,0.076,245.000,171,171,329,1.011,0.935,0.411,18.632,4410,258,3,4,161.565,0.291,1.432,0.698,0.800
245,0.059,299.286,177,177,429,0.850,1.000,0.379,17.703,4190,259,3,4,149.036,0.195,1.662,0.602,0.966
246,0.055,254.846,176,176,376,0.812,1.000,0.379,13.997,3313,260,3,4,149.036,0.195,1.735,0.576,0.929
247,0.059,267.000,171,171,377,0.850,1.000,0.379,15.793,3738,261,3,4,149.036,0.195,1.662,0.602,0.966
248,0.055,290.077,208,208,414,0.812,1.000,0.379,15.932,3771,262,3,4,149.036,0.195,1.735,0.576,0.929
249,0.055,257.462,248,170,338,0.812,1.000,0.325,14.141,3347,263,5,3,126.870,0.260,1.148,0.871,0.897
250,0.055,292.000,169,169,467,0.865,0.922,0.350,16.038,3796,264,5,3,111.801,0.260,1.287,0.777,0.812
251,0.063,287.467,189,189,434,0.903,0.976,0.379,18.218,4312,265,3,4,149.036,0.260,1.392,0.718,0.882
252,0.059,260.571,170,170,366,0.812,1.000,0.325,15.413,3648,266,5,3,126.870,0.260,1.125,0.889,0.933
253,0.063,239.067,174,174,301,0.865,1.000,0.379,15.151,3586,267,4,3,149.036,0.260,1.392,0.718,0.882
254,0.068,224.125,236,170,294,0.957,0.927,0.411,15.151,3586,268,3,4,161.565,0.260,1.691,0.591,0.821
255,0.059,262.929,264,173,408,0.812,1.000,0.325,15.552,3681,269,4,3,126.870,0.260,1.020,0.981,0.933
256,0.068,252.062,179,179,350,0.865,1.000,0.350,17.039,4033,270,4,4,158.199,0.260,1.209,0.827,0.889
257,0.059,289.571,169,169,487,0.865,0.993,0.350,17.128,4054,271,4,4,158.199,0.260,1.184,0.845,0.824
258,0.068,253.625,187,186,351,0.865,1.000,0.350,17.145,4058,272,4,4,158.199,0.260,1.209,0.827,0.889
259,0.063,265.133,181,181,397,0.850,1.000,0.368,16.803,3977,273,4,3,135.000,0.260,1.137,0.880,0.968
260,0.063,255.667,169,169,362,0.865,1.000,0.379,16.203,3835,274,3,4,149.036,0.260,1.439,0.695,0.857
261,0.055,245.231,172,172,346,0.773,1.000,0.325,13.469,3188,275,4,7,36.870,0.260,1.159,0.863,0.897
262,0.051,280.250,179,179,416,0.812,0.967,0.350,14.209,3363,276,3,5,158.199,0.195,1.579,0.633,0.889
263,0.063,258.200,169,169,365,0.919,0.942,0.350,16.363,3873,277,4,4,158.199,0.320,1.134,0.882,0.789
264,0.051,256.417,189,171,366,0.773,1.000,0.325,13.000,3077,278,4,3,126.870,0.260,1.281,0.780,0.857
265,0.059,239.786,188,185,313,0.827,1.000,0.350,14.183,3357,279,3,4,158.199,0.260,1.421,0.704,0.824
266,0.055,220.923,172,172,282,0.773,1.000,0.368,12.134,2872,280,4,3,135.000,0.260,1.450,0.690,0.897
267,0.055,306.846,229,171,514,0.773,1.000,0.325,16.854,3989.000,281,4,3,126.870,0.260,1.159,0.863,0.897
268,0.068,252.188,172,172,374,0.865,1.000,0.350,17.048,4035,282,4,2,111.801,0.260,1.209,0.827,0.889
269,0.063,264.800,183,183,380,0.865,1.000,0.379,16.782,3972,283,3,3,149.036,0.260,1.392,0.718,0.882
270,0.055,286.077,178,178,463,0.812,1.000,0.325,15.713,3719,284,4,3,126.870,0.260,1.148,0.871,0.897
271,0.046,229.182,180,180,287,0.735,1.000,0.291,10.651,2521,285,5,3,116.565,0.260,1.139,0.878,0.815
272,0.046,256.909,177,177,360,0.735,1.000,0.325,11.940,2826.000,286,4,3,126.870,0.230,1.450,0.689,0.846
273,0.059,273.500,287,195,405,0.850,1.000,0.379,16.178,3829,287,3,4,149.036,0.195,1.662,0.602,0.966
274,0.072,246.824,242,183,327,0.903,1.000,0.379,17.728,4196,288,3,7,30.964,0.260,1.263,0.792,0.919
275,0.076,260.667,169,169,396,0.957,1.000,0.411,19.824,4692,289,3,4,161.565,0.260,1.608,0.622,0.857
276,0.063,217.067,201,171,265,0.903,0.976,0.379,13.757,3256,290,3,4,149.036,0.260,1.392,0.718,0.882
277,0.055,223.769,183,183,290,0.773,1.000,0.325,12.291,2909,291,5,3,126.870,0.260,1.159,0.863,0.897
278,0.055,219.846,185,171,283,0.812,1.000,0.350,12.075,2858,292,4,4,158.199,0.195,1.551,0.645,0.929
279,0.046,243.818,173,173,337,0.735,1.000,0.291,11.331,2682,293,5,3,116.565,0.260,1.139,0.878,0.815
280,0.042,214.300,204,186,260,0.682,1.000,0.291,9.054,2143,294,4,4,153.435,0.195,1.327,0.753,0.909
281,0.055,268.385,186,186,388,0.865,0.922,0.379,14.741,3489.000,295,3,4,149.036,0.233,1.802,0.555,0.812
282,0.063,271.933,178,178,455,0.827,1.000,0.350,17.234,4079,296,3,4,158.199,0.260,1.295,0.772,0.857
283,0.055,267.923,238,180,407,0.773,1.000,0.325,14.716,3483,297,3,3,126.870,0.260,1.159,0.863,0.897
284,0.055,257.615,172,172,401,0.812,1.000,0.350,14.150,3349.000,298,3,4,158.199,0.195,1.622,0.617,0.929
285,0.068,276.125,169,169,414,0.903,1.000,0.379,18.666,4418,299,3,6,30.964,0.260,1.392,0.718,0.889
286,0.051,215.750,185,169,266,0.865,0.851,0.350,10.939,2589,300,3,4,158.199,0.260,1.389,0.720,0.774
287,0.038,205.333,173,173,238,0.682,1.000,0.291,7.808,1848,301,4,4,153.435,0.195,1.340,0.746,0.857
288,0.038,194.000,174,170,236,0.682,1.000,0.291,7.377,1746,302,5,6,26.565,0.195,1.340,0.746,0.857
289,0.042,222.000,212,169,284,0.682,1.000,0.325,9.380,2220,303,4,7,36.870,0.195,1.551,0.645,0.909
290,0.034,201.125,171,171,239,0.682,0.914,0.291,6.798,1609,304,4,6,26.565,0.195,1.416,0.706,0.800
291,0.021,203.400,193,193,218,0.498,1.000,0.234,4.297,1017,305,4,5,146.310,0.130,1.553,0.644,0.909
292,0.046,236.545,172,172,329,0.773,0.976,0.350,10.993,2602,306,4,4,158.199,0.195,1.619,0.618,0.846
293,0.030,203.143,173,173,254,0.552,1.000,0.234,6.008,1422,307,5,4,123.690,0.195,1.069,0.936,0.875
294,0.030,235.857,171,171,302,0.590,1.000,0.291,6.975,1651,308,4,5,153.435,0.130,1.936,0.517,0.933
295,0.021,190.400,176,176,216,0.498,1.000,0.234,4.022,952,309,4,5,146.310,0.130,1.553,0.644,0.909
296,0.013,176.333,174,174,180,0.368,1.000,0.184,2.235,529,310,5,7,45.000,0.130,1.464,0.683,0.857
297,0.021,184.200,173,173,193,0.498,1.000,0.234,3.891,921,311,4,7,33.690,0.130,1.553,0.644,0.909
298,0.030,202.857,175,175,252,0.590,1.000,0.291,6.000,1420,312,4,5,153.435,0.130,1.936,0.517,0.933
299,0.025,189.000,173,173,210,0.643,0.769,0.268,4.791,1134,313,3,5,165.964,0.174,1.675,0.597,0.667
300,0.021,193.000,178,178,211,0.460,1.000,0.234,4.077,965,314,4,5,146.310,0.130,1.553,0.644,0.909
301,0.008,178.000,169,169,187,0.276,1.000,0.145,1.504,356,315,5,6,153.435,0.065,2.000,0.500,1.000
302,0.021,196.200,174,174,224,0.460,1.000,0.234,4.145,981,316,5,7,33.690,0.130,1.553,0.644,0.909
303,0.038,221.222,171,171,292,0.682,1.000,0.291,8.412,1991,317,4,5,153.435,0.195,1.340,0.746,0.857
304,0.030,185.143,189,169,213,0.552,1.000,0.276,5.476,1296,318,4,4,135.000,0.184,1.596,0.626,0.875
305,0.025,215.667,187,187,237,0.498,1.000,0.234,5.467,1294,319,4,5,146.310,0.130,1.500,0.667,1.000
306,0.030,186.857,172,172,215,0.552,1.000,0.276,5.526,1308,320,4,4,135.000,0.184,1.596,0.626,0.875
307,0.008,179.500,172,172,187,0.276,1.000,0.145,1.517,359,321,5,6,153.435,0.065,2.000,0.500,1.000
308,0.008,180.500,174,174,187,0.314,1.000,0.145,1.525,361,322,6,6,116.565,0.065,2.000,0.500,1.000
309,0.004,169.000,169,169,169,0.184,1.000,0.092,0.714,169,323,6,6,135.000,0.065,1.000,1.000,1.000
310,0.025,190.667,171,171,227,0.552,1.000,0.276,4.833,1144,324,6,7,45.000,0.174,1.809,0.553,0.800
311,0.021,186.000,174,174,207,0.460,1.000,0.234,3.929,930,326,6,7,33.690,0.130,1.553,0.644,0.909
312,0.004,171.000,171,171,171,0.184,1.000,0.092,0.722,171,327,7,5,135.000,0.065,1.000,1.000,1.000
313,0.004,175.000,175,175,175,0.184,1.000,0.092,0.739,175,337,8,3,135.000,0.065,1.000,1.000,1.000
