Time,Area,Mean,Mode,Min,Max,Perim.,Circ.,Feret,IntDen,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
39,0.046,250.182,176,169,402,0.735,1.000,0.291,11.627,2752,53,6,5,116.565,0.260,1.139,0.878,0.815
40,0.046,259.636,216,172,374,0.720,1.000,0.325,12.067,2856,54,4,8,36.870,0.195,1.372,0.729,0.957
41,0.051,249.750,212,175,376,0.812,0.967,0.350,12.662,2997,55,4,6,158.199,0.195,1.579,0.633,0.889
42,0.038,292.444,170,170,456,0.682,1.000,0.291,11.120,2632,56,5,6,153.435,0.195,1.536,0.651,0.857
43,0.042,237.300,204,185,314,0.682,1.000,0.291,10.026,2373,57,5,5,153.435,0.195,1.236,0.809,0.909
44,0.038,258.333,172,172,352,0.735,0.884,0.291,9.823,2325,58,5,8,26.565,0.230,1.390,0.720,0.750
45,0.046,256.818,171,171,347,0.773,0.976,0.325,11.936,2825,59,5,8,36.870,0.233,1.450,0.690,0.815
46,0.034,273.500,192,192,400,0.590,1.000,0.276,9.244,2188,60,5,8,45.000,0.195,1.229,0.814,0.941
47,0.038,259.778,187,187,342,0.682,1.000,0.291,9.878,2338,61,5,6,153.435,0.195,1.536,0.651,0.857
48,0.042,267.200,176,176,402,0.735,0.982,0.291,11.289,2672,62,5,8,26.565,0.230,1.241,0.806,0.800
49,0.046,306.273,172,172,463,0.735,1.000,0.291,14.234,3369,63,5,6,153.435,0.260,1.139,0.878,0.815
50,0.055,293.692,171,171,496,0.812,1.000,0.379,16.131,3818,64,4,8,30.964,0.195,1.735,0.576,0.929
51,0.068,320.062,170,170,600,0.865,1.000,0.350,21.636,5121,65,4,6,158.199,0.260,1.209,0.827,0.889
52,0.068,278.062,169,169,503,0.903,1.000,0.379,18.797,4449,66,4,8,30.964,0.260,1.392,0.718,0.889
53,0.068,308.500,218,173,528,0.903,1.000,0.379,20.855,4936,67,4,8,30.964,0.260,1.371,0.729,0.889
54,0.068,305.938,169,169,537,0.903,1.000,0.379,20.681,4895,68,4,8,30.964,0.260,1.392,0.718,0.889
55,0.063,351.800,195,195,658,0.865,1.000,0.350,22.295,5277,69,4,6,158.199,0.260,1.295,0.772,0.857
56,0.063,341.800,471,175,702,0.865,1.000,0.350,21.662,5127,70,4,6,158.199,0.260,1.295,0.772,0.857
57,0.068,294.438,177,177,514,0.903,1.000,0.379,19.904,4711,71,4,8,30.964,0.260,1.292,0.774,0.889
58,0.068,296.625,234,177,499,0.865,1.000,0.350,20.052,4746,72,4,6,158.199,0.260,1.209,0.827,0.889
59,0.063,311.467,198,198,504,0.865,1.000,0.379,19.739,4672,73,4,8,30.964,0.260,1.435,0.697,0.882
60,0.080,303.053,254,173,508,1.033,0.944,0.411,24.328,5758.000,74,3,6,161.565,0.260,1.396,0.717,0.905
61,0.072,305.765,260,181,488,0.903,1.000,0.379,21.962,5198,75,4,8,30.964,0.260,1.263,0.792,0.919
62,0.068,380.750,228,228,651,0.865,1.000,0.350,25.739,6092,76,4,6,158.199,0.260,1.209,0.827,0.889
63,0.072,331.824,190,190,579,0.903,1.000,0.379,23.833,5641,77,4,8,30.964,0.260,1.263,0.792,0.919
64,0.089,342.000,176,176,600,1.072,0.971,0.436,30.344,7182,78,3,8,26.565,0.260,1.369,0.731,0.933
65,0.068,386.250,212,212,759,0.865,1.000,0.350,26.111,6180,79,4,6,158.199,0.260,1.209,0.827,0.889
66,0.072,332.353,363,189,554,0.903,1.000,0.379,23.871,5650,80,4,8,30.964,0.260,1.263,0.792,0.919
67,0.072,347.647,181,181,601,0.903,1.000,0.379,24.970,5910,81,4,8,30.964,0.260,1.263,0.792,0.919
68,0.072,392.706,203,203,709,0.903,1.000,0.379,28.206,6676,82,4,8,30.964,0.260,1.263,0.792,0.919
69,0.076,372.056,176,176,779,0.957,1.000,0.411,28.295,6697,83,4,8,18.435,0.260,1.416,0.706,0.878
70,0.068,387.562,214,204,745,0.903,1.000,0.379,26.199,6201,84,4,8,30.964,0.260,1.292,0.774,0.889
71,0.072,353.412,175,175,623,0.957,0.985,0.411,25.384,6008,85,4,8,18.435,0.260,1.553,0.644,0.850
72,0.076,314.667,170,170,575,0.942,1.000,0.379,23.930,5664,86,4,5,149.036,0.260,1.248,0.801,0.947
73,0.080,333.105,180,180,511,1.033,0.944,0.411,26.740,6329,87,3,6,161.565,0.260,1.396,0.717,0.905
74,0.076,362.389,186,186,721,0.942,1.000,0.379,27.560,6523,88,4,5,149.036,0.260,1.248,0.801,0.947
75,0.093,288.091,181,181,460,1.087,0.988,0.473,26.778,6338.000,89,3,6,164.055,0.260,1.769,0.565,0.880
76,0.080,349.526,186,186,666,1.033,0.944,0.436,28.058,6641,90,3,8,26.565,0.260,1.543,0.648,0.884
77,0.072,385.824,241,185,760,0.903,1.000,0.379,27.712,6559,91,4,8,30.964,0.260,1.263,0.792,0.919
78,0.085,358.400,171,171,630,1.033,0.994,0.436,30.285,7168,92,3,8,26.565,0.260,1.500,0.667,0.909
79,0.072,379.412,322,211,674,0.903,1.000,0.379,27.251,6450,93,4,5,149.036,0.260,1.263,0.792,0.919
80,0.080,335.632,258,175,566,1.033,0.944,0.436,26.943,6377,94,3,8,26.565,0.260,1.499,0.667,0.905
81,0.080,360.947,170,170,646,0.995,1.000,0.411,28.975,6858.000,95,3,8,18.435,0.260,1.343,0.744,0.884
82,0.085,343.800,170,170,662,1.033,0.994,0.436,29.051,6876,96,3,8,26.565,0.260,1.500,0.667,0.909
83,0.089,371.333,181,170,771,1.072,0.971,0.436,32.947,7798,97,3,6,153.435,0.260,1.497,0.668,0.933
84,0.089,345.619,318,196,562,1.033,1.000,0.436,30.665,7258.000,98,3,8,26.565,0.260,1.475,0.678,0.933
85,0.089,342.286,179,179,591,1.033,1.000,0.436,30.369,7188,99,3,8,26.565,0.260,1.475,0.678,0.933
86,0.080,383.526,179,179,702,0.995,1.000,0.379,30.788,7287,100,4,5,149.036,0.325,1.083,0.923,0.884
87,0.085,363.900,170,170,760,1.033,0.994,0.436,30.750,7278,101,3,8,26.565,0.260,1.546,0.647,0.909
88,0.076,380.611,172,172,744,0.957,1.000,0.411,28.945,6851,102,4,8,18.435,0.260,1.416,0.706,0.878
89,0.080,362.263,188,188,679,1.033,0.944,0.411,29.081,6883,103,3,6,161.565,0.260,1.396,0.717,0.905
90,0.089,351.381,172,172,625,1.072,0.971,0.436,31.176,7379.000,104,3,5,153.435,0.260,1.548,0.646,0.933
91,0.097,373.130,171,171,691,1.125,0.964,0.473,36.259,8582,105,3,8,15.945,0.260,1.576,0.634,0.902
92,0.089,363.190,170,170,603,1.072,0.971,0.436,32.224,7627,106,3,6,153.435,0.260,1.497,0.668,0.933
93,0.089,357.000,259,176,644,1.033,1.000,0.436,31.675,7497,107,3,8,26.565,0.260,1.475,0.678,0.933
94,0.089,377.857,189,189,647,1.033,1.000,0.436,33.525,7935.000,108,3,8,26.565,0.260,1.475,0.678,0.933
95,0.093,352.500,195,171,603,1.087,0.988,0.473,32.765,7755,109,3,8,15.945,0.260,1.620,0.617,0.898
96,0.085,393.750,177,177,717,1.033,0.994,0.436,33.272,7875,110,3,8,26.565,0.260,1.546,0.647,0.909
97,0.097,373.304,178,178,681,1.125,0.964,0.473,36.276,8586,111,3,6,164.055,0.260,1.707,0.586,0.902
98,0.089,373.095,309,187,704,1.033,1.000,0.436,33.103,7835,112,3,8,26.565,0.260,1.475,0.678,0.933
99,0.089,401.524,171,171,800,1.072,0.971,0.436,35.625,8432,113,3,6,153.435,0.260,1.497,0.668,0.933
100,0.089,341.286,171,171,591,1.033,1.000,0.436,30.281,7167,114,3,6,153.435,0.260,1.475,0.678,0.933
101,0.076,359.389,177,177,654,0.995,0.965,0.411,27.332,6469,115,3,6,161.565,0.260,1.416,0.706,0.878
102,0.085,345.750,171,171,619,1.033,0.994,0.436,29.216,6915,116,3,8,26.565,0.260,1.500,0.667,0.909
103,0.080,386.263,179,179,676,0.995,1.000,0.411,31.007,7339,117,3,6,161.565,0.260,1.491,0.671,0.884
104,0.072,331.882,211,180,550,0.942,1.000,0.379,23.837,5642,118,4,5,149.036,0.260,1.336,0.749,0.919
105,0.076,354.944,187,187,657,0.995,0.965,0.411,26.994,6389,119,3,6,161.565,0.260,1.416,0.706,0.878
106,0.085,352.950,216,169,633,1.033,0.994,0.436,29.824,7059,120,3,8,26.565,0.260,1.568,0.638,0.909
107,0.089,321.905,172,172,538,1.033,1.000,0.436,28.561,6760,121,3,8,26.565,0.260,1.475,0.678,0.933
108,0.068,402.688,214,205,721,0.903,1.000,0.379,27.222,6443,122,4,8,30.964,0.260,1.392,0.718,0.889
109,0.072,362.647,192,192,627,0.903,1.000,0.379,26.047,6165,123,4,5,149.036,0.260,1.263,0.792,0.919
110,0.085,343.600,171,171,599,0.995,1.000,0.411,29.034,6872,124,3,6,161.565,0.260,1.435,0.697,0.909
111,0.085,303.300,177,172,496,1.033,0.994,0.436,25.629,6066,125,4,9,26.565,0.260,1.417,0.706,0.930
112,0.085,332.750,191,191,576,1.033,0.994,0.436,28.117,6655,126,3,8,26.565,0.260,1.568,0.638,0.909
113,0.072,352.941,210,177,638,0.995,0.911,0.411,25.350,6000,127,3,6,161.565,0.260,1.454,0.688,0.850
114,0.068,351.438,185,185,632,0.865,1.000,0.350,23.757,5623,128,4,6,158.199,0.260,1.209,0.827,0.889
115,0.080,328.947,177,176,568,0.995,1.000,0.411,26.406,6250.000,129,3,6,161.565,0.260,1.491,0.671,0.884
116,0.072,343.118,190,190,638,0.903,1.000,0.379,24.644,5833,130,4,5,149.036,0.260,1.263,0.792,0.919
117,0.080,346.789,176,176,612,1.033,0.944,0.411,27.839,6589,131,3,6,161.565,0.260,1.396,0.717,0.905
118,0.072,372.647,331,177,657,0.903,1.000,0.379,26.765,6335,132,4,5,149.036,0.260,1.263,0.792,0.919
119,0.076,334.500,181,181,569,0.942,1.000,0.416,25.439,6021,133,4,9,38.660,0.260,1.362,0.734,0.947
120,0.080,363.632,498,172,543,0.957,1.000,0.379,29.191,6909,134,4,5,149.036,0.325,1.121,0.892,0.864
121,0.068,339.062,246,210,565,0.865,1.000,0.350,22.921,5425,135,4,6,158.199,0.260,1.209,0.827,0.889
122,0.076,366.722,170,170,750,0.995,0.965,0.411,27.889,6601,136,3,6,161.565,0.260,1.416,0.706,0.878
123,0.072,363.529,254,201,639,0.903,1.000,0.379,26.110,6180,137,4,8,30.964,0.260,1.263,0.792,0.919
124,0.080,385.421,170,170,713,0.995,1.000,0.411,30.940,7323,138,4,5,161.565,0.260,1.396,0.717,0.905
125,0.076,334.778,178,178,617,0.942,1.000,0.379,25.460,6026,139,4,5,149.036,0.260,1.248,0.801,0.947
126,0.072,341.294,190,190,563,0.903,1.000,0.379,24.513,5802,140,4,8,30.964,0.260,1.263,0.792,0.919
127,0.085,349.150,290,170,635,1.049,0.965,0.411,29.503,6983,141,3,6,161.565,0.325,1.315,0.760,0.833
128,0.076,396.611,183,183,779,0.942,1.000,0.379,30.162,7139,142,4,5,149.036,0.260,1.248,0.801,0.947
129,0.085,367.100,170,170,588,1.033,0.994,0.436,31.020,7342,143,3,8,26.565,0.260,1.500,0.667,0.909
130,0.080,410.263,213,213,675,1.033,0.944,0.411,32.934,7795,144,3,6,161.565,0.260,1.396,0.717,0.905
131,0.076,416.833,172,172,810,0.942,1.000,0.379,31.700,7503,145,4,5,149.036,0.260,1.248,0.801,0.947
132,0.080,377.842,175,175,633,0.995,1.000,0.411,30.331,7179,146,4,5,161.565,0.260,1.396,0.717,0.905
133,0.076,397.000,186,186,767,0.942,1.000,0.379,30.192,7146,147,4,5,149.036,0.260,1.248,0.801,0.947
134,0.089,366.714,292,172,668,1.072,0.971,0.436,32.537,7701,148,3,6,153.435,0.260,1.497,0.668,0.933
135,0.089,373.286,179,179,682,1.087,0.943,0.411,33.120,7839,149,3,6,161.565,0.325,1.183,0.845,0.857
136,0.085,357.950,172,172,596,1.033,0.994,0.416,30.247,7159,150,4,9,38.660,0.325,1.237,0.808,0.889
137,0.072,338.647,270,197,536,0.903,1.000,0.379,24.323,5757,151,4,5,149.036,0.260,1.263,0.792,0.919
138,0.080,367.211,172,172,625,0.995,1.000,0.411,29.478,6977,152,3,6,161.565,0.260,1.491,0.671,0.884
139,0.072,365.588,185,185,652,0.942,1.000,0.379,26.258,6215,153,4,5,149.036,0.260,1.336,0.749,0.919
140,0.089,378.524,317,187,664,1.125,0.880,0.460,33.585,7949,154,3,6,171.870,0.260,1.515,0.660,0.875
141,0.085,347.050,209,171,622,1.033,0.994,0.436,29.326,6941,155,4,5,153.435,0.260,1.500,0.667,0.909
142,0.089,363.524,182,182,564,1.033,1.000,0.436,32.254,7634,156,3,8,26.565,0.260,1.475,0.678,0.933
143,0.076,377.833,185,185,651,0.995,0.965,0.411,28.734,6801,157,3,6,161.565,0.260,1.416,0.706,0.878
144,0.076,328.944,178,178,534,0.942,1.000,0.416,25.016,5921,158,4,9,38.660,0.260,1.362,0.734,0.947
145,0.076,396.833,189,189,740,0.942,1.000,0.379,30.179,7143,159,4,5,149.036,0.260,1.248,0.801,0.947
146,0.072,364.059,266,178,597,0.942,1.000,0.379,26.149,6189,160,4,5,149.036,0.260,1.336,0.749,0.919
147,0.080,339.000,182,182,509,1.033,0.944,0.411,27.213,6441,161,3,6,161.565,0.260,1.396,0.717,0.905
148,0.076,346.556,358,201,578,0.942,1.000,0.379,26.356,6238,162,4,5,149.036,0.260,1.248,0.801,0.947
149,0.076,372.222,269,172,650,0.942,1.000,0.379,28.307,6700,163,4,5,149.036,0.260,1.248,0.801,0.947
150,0.068,367.562,182,182,723,0.903,1.000,0.379,24.847,5881,164,4,5,149.036,0.260,1.292,0.774,0.889
151,0.076,364.556,200,200,628,0.942,1.000,0.379,27.724,6562,165,4,5,149.036,0.260,1.248,0.801,0.947
152,0.076,387.111,169,169,824,0.942,1.000,0.379,29.440,6968,166,4,5,149.036,0.260,1.248,0.801,0.947
153,0.076,369.111,208,179,673,1.033,0.895,0.411,28.071,6644,167,3,6,161.565,0.260,1.480,0.675,0.878
154,0.076,358.889,178,178,586,0.942,1.000,0.379,27.293,6460,168,4,5,149.036,0.260,1.248,0.801,0.947
155,0.068,345.062,189,183,656,0.903,1.000,0.379,23.326,5521,169,4,5,149.036,0.260,1.314,0.761,0.914
156,0.076,354.278,181,174,766,0.957,1.000,0.379,26.943,6377,170,4,8,30.964,0.322,1.130,0.885,0.857
157,0.080,331.526,182,182,580,0.957,1.000,0.379,26.613,6299,171,4,8,30.964,0.322,1.161,0.861,0.884
158,0.076,351.056,252,171,563,0.957,1.000,0.379,26.698,6319,172,4,8,30.964,0.320,1.220,0.819,0.857
159,0.085,349.750,190,190,556,1.049,0.965,0.411,29.554,6995,173,3,6,161.565,0.320,1.274,0.785,0.833
160,0.085,369.150,172,172,601,0.995,1.000,0.379,31.193,7383,174,4,5,149.036,0.325,1.083,0.923,0.889
161,0.080,385.632,174,174,723,0.995,1.000,0.379,30.957,7327,175,4,5,149.036,0.325,1.121,0.892,0.864
162,0.085,320.700,197,172,587,0.995,1.000,0.379,27.099,6414,176,5,4,120.964,0.325,1.083,0.923,0.889
163,0.089,386.381,173,173,798,1.049,1.000,0.411,34.282,8114.000,177,4,5,161.565,0.325,1.183,0.846,0.857
164,0.080,402.316,170,170,837,1.033,0.944,0.411,32.296,7644,178,3,6,161.565,0.260,1.396,0.717,0.905
165,0.089,314.476,172,172,540,1.087,0.943,0.473,27.902,6604,179,3,5,164.055,0.260,1.695,0.590,0.875
166,0.093,317.818,174,174,532,1.087,0.988,0.416,29.541,6992,180,4,4,128.660,0.325,1.218,0.821,0.863
167,0.080,317.053,170,169,598,0.980,1.000,0.416,25.451,6024.000,181,4,8,38.660,0.260,1.273,0.785,0.974
168,0.080,332.000,170,170,524,0.995,1.000,0.379,26.651,6308,182,4,5,149.036,0.325,1.121,0.892,0.864
169,0.080,373.895,196,196,641,0.995,1.000,0.379,30.014,7104,183,4,5,149.036,0.325,1.121,0.892,0.864
170,0.080,301.053,191,183,510,0.995,1.000,0.379,24.167,5720.000,184,4,5,149.036,0.325,1.121,0.892,0.864
171,0.076,336.111,247,171,530,0.942,1.000,0.379,25.561,6050,185,4,4,149.036,0.260,1.248,0.801,0.947
172,0.072,358.471,183,183,614,0.903,1.000,0.379,25.747,6094,186,4,7,30.964,0.260,1.263,0.792,0.919
173,0.080,345.579,171,171,599,0.995,1.000,0.411,27.741,6566,187,4,5,161.565,0.260,1.343,0.744,0.884
174,0.085,342.100,301,171,602,0.995,1.000,0.411,28.907,6842,188,4,5,161.565,0.260,1.435,0.697,0.909
175,0.068,347.312,172,172,698,0.903,1.000,0.368,23.478,5557,189,5,4,135.000,0.260,1.150,0.869,0.889
176,0.080,348.211,173,173,635,0.995,1.000,0.411,27.953,6616,190,4,7,18.435,0.260,1.343,0.744,0.884
177,0.085,316.500,247,180,525,0.995,1.000,0.411,26.744,6330,191,4,5,161.565,0.260,1.435,0.697,0.909
178,0.097,316.696,186,170,574,1.049,1.000,0.436,30.775,7284,192,4,7,26.565,0.325,1.235,0.809,0.885
179,0.076,318.056,169,169,550,1.049,0.868,0.395,24.188,5725,193,4,5,170.538,0.322,1.150,0.870,0.800
180,0.076,326.722,169,169,610,0.995,0.965,0.416,24.847,5881,194,5,8,38.660,0.260,1.434,0.697,0.878
181,0.072,328.941,233,171,550,0.919,1.000,0.379,23.626,5592,195,5,7,30.964,0.320,1.209,0.827,0.829
182,0.072,299.118,174,174,444,0.957,0.985,0.411,21.484,5085,196,4,4,161.565,0.260,1.434,0.697,0.872
183,0.085,345.900,179,179,628,1.049,0.965,0.411,29.229,6918,197,4,4,161.565,0.325,1.224,0.817,0.833
184,0.089,319.762,174,174,547,1.049,1.000,0.411,28.371,6715,198,4,4,161.565,0.325,1.183,0.846,0.857
185,0.089,321.857,189,189,527,0.995,1.000,0.379,28.557,6759.000,199,5,3,120.964,0.325,1.000,1.000,0.913
186,0.085,290.650,217,181,459,0.995,1.000,0.379,24.560,5813,200,4,4,149.036,0.325,1.083,0.923,0.889
187,0.093,313.227,172,172,511,1.033,1.000,0.416,29.114,6891,201,4,7,38.660,0.325,1.101,0.908,0.936
188,0.076,325.889,175,175,538,1.033,0.895,0.411,24.784,5866,202,3,5,161.565,0.260,1.505,0.665,0.878
189,0.076,288.111,176,176,409,1.033,0.895,0.411,21.911,5186,203,3,5,161.565,0.260,1.480,0.675,0.878
190,0.072,319.765,191,191,542,0.942,1.000,0.379,22.967,5436,204,4,4,149.036,0.260,1.336,0.749,0.919
191,0.085,304.250,170,170,547,0.995,1.000,0.379,25.709,6085,205,4,4,149.036,0.325,1.083,0.923,0.889
192,0.089,286.143,175,175,497,0.995,1.000,0.379,25.388,6009.000,206,5,3,120.964,0.325,1.000,1.000,0.913
193,0.063,327.800,176,176,534,0.903,0.976,0.379,20.774,4917,207,4,4,149.036,0.260,1.530,0.654,0.857
194,0.089,319.571,186,186,556,1.033,1.000,0.436,28.354,6711,208,3,4,153.435,0.260,1.475,0.678,0.933
195,0.097,272.130,192,169,460,1.141,0.938,0.436,26.444,6259,209,5,8,63.435,0.368,1.102,0.907,0.821
196,0.076,289.611,180,173,456,0.942,1.000,0.416,22.025,5213,210,4,3,141.340,0.260,1.362,0.734,0.947
197,0.080,291.000,182,177,448,0.995,1.000,0.379,23.360,5529,211,4,4,149.036,0.325,1.083,0.923,0.884
198,0.072,269.882,191,179,403,0.903,1.000,0.379,19.384,4588,212,4,4,149.036,0.260,1.263,0.792,0.919
199,0.076,316.000,177,177,558,0.942,1.000,0.379,24.032,5688,213,4,4,149.036,0.260,1.218,0.821,0.947
200,0.093,290.909,189,176,458,1.087,0.988,0.436,27.040,6400.000,214,4,3,153.435,0.325,1.342,0.745,0.880
201,0.085,323.900,188,188,530,1.049,0.965,0.411,27.370,6478,215,4,4,161.565,0.320,1.342,0.745,0.833
202,0.089,295.238,329,171,413,1.125,0.880,0.460,26.195,6200,216,3,4,171.870,0.260,1.515,0.660,0.875
203,0.101,295.958,191,191,447,1.125,1.000,0.473,30.010,7103,217,3,4,164.055,0.260,1.669,0.599,0.923
204,0.089,337.476,172,172,620,1.072,0.971,0.436,29.943,7087,218,3,4,153.435,0.260,1.369,0.731,0.933
205,0.093,305.182,170,170,492,1.087,0.988,0.416,28.367,6714,219,4,6,38.660,0.325,1.156,0.865,0.863
206,0.085,313.450,212,185,487,1.033,0.994,0.416,26.487,6269,220,4,3,141.340,0.260,1.371,0.730,0.909
207,0.080,300.053,185,185,511,0.995,1.000,0.411,24.087,5701.000,221,4,6,18.435,0.260,1.343,0.744,0.884
208,0.076,310.889,170,170,503,1.011,0.935,0.411,23.643,5596,222,4,4,161.565,0.322,1.271,0.787,0.800
209,0.072,297.765,175,175,484,0.903,1.000,0.379,21.387,5062,223,4,4,149.036,0.260,1.263,0.792,0.919
210,0.076,309.167,171,171,520,0.957,1.000,0.379,23.512,5565,224,4,4,149.036,0.322,1.130,0.885,0.857
211,0.085,298.450,184,184,459,1.033,0.994,0.416,25.219,5969,225,4,3,141.340,0.260,1.371,0.730,0.909
212,0.072,280.294,173,173,464,0.942,1.000,0.379,20.132,4765,226,4,4,149.036,0.260,1.134,0.882,0.919
213,0.085,274.500,171,171,441,0.995,1.000,0.411,23.195,5490,227,4,4,161.565,0.260,1.435,0.697,0.909
214,0.063,282.533,174,174,440,0.865,1.000,0.350,17.906,4238,228,6,8,68.199,0.260,1.127,0.887,0.857
215,0.076,269.722,172,172,404,0.980,0.996,0.416,20.512,4855,229,4,3,141.340,0.260,1.372,0.729,0.947
216,0.072,303.235,208,177,504,0.903,1.000,0.379,21.780,5155,230,4,4,149.036,0.260,1.263,0.792,0.919
217,0.072,321.471,190,190,568,0.903,1.000,0.379,23.090,5465,231,4,3,149.036,0.260,1.276,0.784,0.919
218,0.068,302.188,189,189,468,0.888,1.000,0.368,20.428,4835,232,4,3,135.000,0.260,1.000,1.000,1.000
219,0.085,272.600,169,169,400,1.033,0.994,0.436,23.035,5452,233,3,4,153.435,0.260,1.403,0.713,0.909
220,0.085,318.500,187,187,537,0.995,1.000,0.411,26.913,6370,234,3,4,161.565,0.260,1.435,0.697,0.909
221,0.080,283.000,170,170,451,1.033,0.944,0.436,22.718,5377,235,3,6,26.565,0.260,1.499,0.667,0.905
222,0.080,249.789,293,171,351,0.995,1.000,0.436,20.052,4746,236,3,4,153.435,0.260,1.548,0.646,0.905
223,0.080,341.053,177,177,553,1.033,0.944,0.411,27.378,6480.000,237,3,5,161.565,0.260,1.396,0.717,0.905
224,0.072,336.176,182,182,671,0.903,1.000,0.379,24.146,5715,238,3,4,149.036,0.260,1.263,0.792,0.919
225,0.076,256.167,186,169,353,0.995,0.965,0.411,19.481,4611,239,3,6,18.435,0.260,1.416,0.706,0.878
226,0.089,299.333,170,170,498,1.049,1.000,0.411,26.558,6286,240,3,4,161.565,0.325,1.282,0.780,0.857
