Time,Area,Mean,Mode,Min,Max,Perim.,Circ.,Feret,IntDen,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
66,0.055,269.769,205,190,383,0.812,1.000,0.368,14.817,3507,70,8,10,135.000,0.260,1.370,0.730,0.929
67,0.076,276.556,187,187,409,0.995,0.965,0.416,21.032,4978,71,9,9,128.660,0.291,1.475,0.678,0.857
68,0.046,272.182,207,207,365,0.773,0.976,0.291,12.650,2994,72,9,10,116.565,0.260,1.035,0.966,0.846
69,0.059,293.929,186,186,480,0.827,1.000,0.350,17.386,4115,73,8,13,21.801,0.260,1.264,0.791,0.848
70,0.076,271.500,323,189,386,0.957,1.000,0.379,20.648,4887,74,9,9,120.964,0.320,1.257,0.795,0.857
71,0.072,254.647,212,191,341,0.957,0.985,0.379,18.290,4329,75,8,10,149.036,0.320,1.209,0.827,0.829
72,0.055,270.231,189,189,361,0.812,1.000,0.350,14.842,3513,76,8,10,158.199,0.195,1.551,0.645,0.929
73,0.051,254.667,194,194,327,0.773,1.000,0.325,12.912,3056,77,9,9,126.870,0.260,1.218,0.821,0.889
74,0.063,311.467,311,187,475,0.903,0.976,0.379,19.739,4672,78,8,10,149.036,0.260,1.369,0.730,0.857
75,0.089,270.905,187,187,437,0.995,1.000,0.379,24.036,5689,79,9,9,120.964,0.325,1.000,1.000,0.913
76,0.051,284.667,187,187,402,0.773,1.000,0.350,14.433,3416,80,8,10,158.199,0.195,1.579,0.633,0.889
77,0.072,277.235,207,207,420,0.919,1.000,0.379,19.912,4713,81,9,9,120.964,0.276,1.385,0.722,0.850
78,0.059,294.643,193,193,423,0.865,0.993,0.350,17.428,4125,82,9,9,111.801,0.260,1.127,0.887,0.824
79,0.055,234.462,186,186,287,0.812,1.000,0.325,12.878,3048,83,8,10,143.130,0.260,1.148,0.871,0.897
80,0.063,251.267,215,186,348,0.919,0.942,0.379,15.924,3769,84,9,9,120.964,0.276,1.517,0.659,0.789
81,0.059,289.429,196,196,462,0.865,0.993,0.350,17.120,4052,85,9,9,111.801,0.260,1.264,0.791,0.848
82,0.046,297.000,247,247,404,0.720,1.000,0.325,13.803,3267,86,8,10,143.130,0.195,1.372,0.729,0.957
83,0.072,246.000,186,186,324,0.919,1.000,0.379,17.669,4182,87,8,9,120.964,0.276,1.385,0.722,0.850
84,0.055,290.077,228,219,418,0.773,1.000,0.325,15.932,3771,88,9,9,126.870,0.260,1.159,0.863,0.897
85,0.055,240.231,190,190,310,0.865,0.922,0.350,13.195,3123,89,9,9,111.801,0.260,1.287,0.777,0.812
86,0.059,274.214,213,188,404,0.812,1.000,0.368,16.220,3839,90,8,9,135.000,0.260,1.319,0.758,0.933
87,0.051,325.833,305,192,524,0.812,0.967,0.325,16.520,3910,91,8,10,126.870,0.260,1.218,0.821,0.889
88,0.051,349.917,214,214,525,0.773,1.000,0.325,17.741,4199,92,9,9,126.870,0.260,1.281,0.780,0.857
89,0.059,275.714,197,197,378,0.812,1.000,0.325,16.309,3860,93,9,9,126.870,0.260,1.125,0.889,0.933
90,0.072,296.529,214,203,465,0.903,1.000,0.379,21.298,5041,94,8,9,120.964,0.260,1.263,0.792,0.919
91,0.055,259.308,212,212,328,0.773,1.000,0.325,14.242,3371,95,9,9,126.870,0.260,1.159,0.863,0.897
92,0.076,336.944,187,187,587,1.049,0.868,0.411,25.625,6065,96,7,10,161.565,0.322,1.261,0.793,0.818
93,0.063,299.667,441,189,441,0.850,1.000,0.368,18.991,4495,97,8,9,135.000,0.260,1.137,0.880,0.968
94,0.068,308.062,189,189,485,0.903,1.000,0.379,20.825,4929,98,8,9,149.036,0.260,1.234,0.810,0.889
95,0.059,300.857,224,224,417,0.812,1.000,0.368,17.796,4212,99,8,9,135.000,0.260,1.319,0.758,0.933
96,0.051,293.500,201,201,477,0.773,1.000,0.325,14.880,3522,100,9,9,126.870,0.260,1.281,0.780,0.857
97,0.063,269.467,186,186,425,0.827,1.000,0.350,17.077,4042.000,101,8,10,158.199,0.260,1.295,0.772,0.857
98,0.059,301.214,188,188,511,0.812,1.000,0.325,17.817,4217,102,8,9,126.870,0.260,1.020,0.981,0.933
99,0.068,291.188,285,189,451,0.888,1.000,0.368,19.684,4659,103,8,9,135.000,0.260,1.000,1.000,1.000
100,0.063,319.933,284,186,499,0.903,0.976,0.379,20.276,4799,104,8,9,120.964,0.260,1.392,0.718,0.882
101,0.076,296.000,315,190,434,0.942,1.000,0.379,22.511,5328,105,7,10,149.036,0.260,1.218,0.821,0.947
102,0.072,320.824,188,188,494,0.957,0.985,0.379,23.043,5454,106,8,9,120.964,0.320,1.250,0.800,0.829
103,0.085,284.600,188,188,433,0.995,1.000,0.416,24.049,5692,107,7,9,128.660,0.322,1.282,0.780,0.909
104,0.063,334.200,186,186,530,0.850,1.000,0.368,21.180,5013,108,8,13,45.000,0.260,1.137,0.880,0.968
105,0.068,281.938,194,194,415,0.865,1.000,0.350,19.059,4511,109,9,9,111.801,0.260,1.209,0.827,0.889
106,0.059,341.071,207,207,546,0.812,1.000,0.325,20.174,4775,110,9,9,126.870,0.260,1.125,0.889,0.933
107,0.076,289.556,195,195,404,0.957,1.000,0.411,22.021,5212,111,7,10,161.565,0.260,1.416,0.706,0.878
108,0.089,283.905,187,187,415,1.049,1.000,0.436,25.189,5962,112,8,8,116.565,0.322,1.355,0.738,0.857
109,0.085,296.350,197,197,441,0.995,1.000,0.379,25.042,5927,113,8,9,120.964,0.325,1.038,0.963,0.909
110,0.101,310.750,197,192,577,1.141,0.978,0.436,31.510,7458,114,8,8,116.565,0.368,1.224,0.817,0.842
111,0.106,284.520,186,186,454,1.103,1.000,0.436,30.052,7113,115,8,8,116.565,0.368,1.185,0.844,0.862
112,0.068,334.000,200,200,556,0.903,1.000,0.379,22.578,5344,116,8,9,149.036,0.260,1.233,0.811,0.914
113,0.080,343.158,190,190,613,0.995,1.000,0.416,27.547,6520,117,7,9,128.660,0.320,1.344,0.744,0.884
114,0.085,325.200,186,186,539,1.033,0.994,0.460,27.479,6504,118,7,8,135.000,0.320,1.515,0.660,0.909
115,0.072,298.824,208,208,461,0.942,1.000,0.416,21.463,5080,119,7,9,141.340,0.260,1.385,0.722,0.919
116,0.068,356.625,196,196,581,0.888,1.000,0.368,24.108,5706,120,8,9,135.000,0.260,1.000,1.000,1.000
117,0.085,339.350,216,194,587,0.995,1.000,0.416,28.675,6787,121,8,8,128.660,0.322,1.282,0.780,0.909
118,0.085,363.250,192,192,650,0.995,1.000,0.460,30.695,7265,122,7,8,135.000,0.320,1.515,0.660,0.909
119,0.093,341.455,189,189,632,1.049,1.000,0.436,31.738,7512,123,7,9,153.435,0.325,1.345,0.744,0.863
120,0.101,346.000,190,190,582,1.125,1.000,0.469,35.084,8304,124,8,7,123.690,0.325,1.272,0.786,0.906
121,0.106,350.640,186,186,578,1.125,1.000,0.469,37.036,8766,125,6,9,146.310,0.325,1.293,0.773,0.926
122,0.093,373.455,215,215,644,1.033,1.000,0.460,34.713,8216,126,7,8,135.000,0.325,1.288,0.776,0.936
123,0.110,333.154,307,189,576,1.179,0.993,0.508,36.597,8662,127,7,7,129.806,0.368,1.343,0.745,0.881
124,0.118,357.536,250,189,657,1.217,1.000,0.524,42.296,10011,128,6,8,150.255,0.325,1.524,0.656,0.918
125,0.097,352.826,190,190,619,1.087,1.000,0.469,34.286,8115,129,6,9,146.310,0.322,1.473,0.679,0.902
126,0.089,398.190,352,188,723,1.033,1.000,0.416,35.329,8362,130,7,8,128.660,0.325,1.182,0.846,0.913
127,0.101,388.167,238,189,768,1.087,1.000,0.436,39.360,9316,131,7,9,153.435,0.325,1.222,0.818,0.906
128,0.123,373.172,347,215,647,1.233,1.000,0.524,45.723,10822,132,6,8,150.255,0.368,1.514,0.660,0.866
129,0.106,406.600,514,195,825,1.125,1.000,0.469,42.947,10165,133,7,8,146.310,0.325,1.293,0.773,0.926
130,0.131,375.516,189,189,737,1.271,1.000,0.524,49.183,11641,134,6,8,150.255,0.378,1.465,0.683,0.886
131,0.118,394.714,281,187,941,1.233,0.978,0.524,46.695,11052,135,6,8,150.255,0.368,1.453,0.688,0.848
132,0.127,360.533,189,189,721,1.255,1.000,0.508,45.698,10816,136,7,7,140.194,0.390,1.140,0.877,0.923
133,0.127,404.633,190,190,839,1.271,0.986,0.524,51.287,12139,137,6,8,150.255,0.370,1.485,0.673,0.857
134,0.118,402.107,192,192,828,1.217,1.000,0.559,47.569,11259,138,6,7,144.462,0.325,1.725,0.580,0.918
135,0.101,430.875,188,188,1080,1.141,0.978,0.473,43.691,10341,139,6,9,164.055,0.325,1.383,0.723,0.842
136,0.135,364.906,199,190,752,1.309,0.991,0.559,49.335,11677,140,6,7,144.462,0.390,1.412,0.708,0.889
137,0.118,414.964,195,187,840,1.255,0.943,0.524,49.090,11619,141,6,8,150.255,0.325,1.486,0.673,0.903
138,0.114,418.741,187,187,748,1.179,1.000,0.508,47.768,11306,142,7,7,129.806,0.368,1.432,0.698,0.885
139,0.101,412.125,315,205,821,1.125,1.000,0.469,41.789,9891,143,7,8,146.310,0.325,1.395,0.717,0.906
140,0.110,383.885,186,186,938,1.217,0.932,0.508,42.170,9981,144,6,7,129.806,0.363,1.438,0.695,0.852
141,0.131,366.161,206,186,764,1.309,0.960,0.559,47.958,11351,145,6,7,144.462,0.370,1.576,0.635,0.873
142,0.131,395.419,229,187,902,1.401,0.838,0.599,51.790,12258,146,6,6,130.601,0.368,1.764,0.567,0.849
143,0.114,366.926,211,205,722,1.179,1.000,0.508,41.857,9907,147,7,7,129.806,0.368,1.475,0.678,0.885
144,0.131,401.645,232,187,946,1.363,0.886,0.581,52.605,12451,148,5,8,153.435,0.368,1.662,0.602,0.861
145,0.131,375.742,188,188,732,1.271,1.000,0.524,49.213,11648,149,6,8,150.255,0.368,1.429,0.700,0.899
146,0.127,412.233,197,197,895,1.271,0.986,0.524,52.251,12367,150,6,7,150.255,0.368,1.403,0.713,0.896
147,0.127,353.367,228,189,625,1.271,0.986,0.559,44.789,10601,151,6,7,144.462,0.349,1.692,0.591,0.882
148,0.131,361.806,337,194,643,1.271,1.000,0.524,47.388,11216,152,6,8,150.255,0.368,1.429,0.700,0.899
149,0.123,388.828,190,190,876,1.255,0.977,0.559,47.641,11276,153,6,7,144.462,0.325,1.615,0.619,0.935
150,0.131,422.452,193,193,988,1.347,0.907,0.555,55.331,13096,154,5,8,159.444,0.325,1.546,0.647,0.912
151,0.123,398.379,197,188,807,1.271,0.953,0.508,48.811,11553,155,7,7,129.806,0.378,1.332,0.751,0.853
152,0.114,387.222,189,186,749,1.217,0.967,0.524,44.172,10455,156,6,7,150.255,0.325,1.538,0.650,0.915
153,0.114,374.185,223,223,599,1.163,1.000,0.469,42.685,10103,157,7,7,146.310,0.325,1.210,0.826,0.947
154,0.131,415.387,217,189,796,1.271,1.000,0.524,54.405,12877,158,6,7,150.255,0.390,1.374,0.728,0.873
155,0.110,443.692,326,204,788,1.125,1.000,0.469,48.740,11536,159,7,7,146.310,0.325,1.274,0.785,0.929
156,0.135,411.156,191,189,797,1.347,0.936,0.524,55.588,13157,160,6,7,150.255,0.378,1.413,0.708,0.877
157,0.118,418.250,200,192,770,1.195,1.000,0.495,49.479,11711,161,6,8,156.801,0.368,1.391,0.719,0.862
158,0.127,393.400,247,197,771,1.255,1.000,0.524,49.863,11802,162,6,7,150.255,0.325,1.438,0.695,0.938
159,0.118,389.964,394,196,697,1.217,1.000,0.524,46.133,10919,163,6,7,150.255,0.325,1.524,0.656,0.918
160,0.110,428.269,188,188,742,1.179,0.993,0.495,47.045,11135,164,6,8,156.801,0.325,1.392,0.719,0.881
161,0.123,398.793,465,187,747,1.233,1.000,0.524,48.862,11565,165,6,7,150.255,0.368,1.487,0.673,0.879
162,0.106,397.840,190,190,849,1.125,1.000,0.469,42.022,9946,166,6,7,146.310,0.325,1.312,0.762,0.926
163,0.110,392.769,275,191,830,1.179,0.993,0.524,43.146,10212,167,6,7,150.255,0.325,1.597,0.626,0.881
164,0.127,376.600,434,190,669,1.309,0.929,0.524,47.734,11298,168,6,7,150.255,0.370,1.478,0.677,0.870
165,0.123,392.690,445,192,702,1.309,0.898,0.555,48.114,11388,169,5,8,159.444,0.325,1.631,0.613,0.892
166,0.110,389.308,221,188,752,1.179,0.993,0.473,42.765,10122,170,6,8,164.055,0.325,1.349,0.742,0.881
167,0.123,371.828,379,194,852,1.325,0.877,0.555,45.558,10783,171,5,8,159.444,0.361,1.613,0.620,0.829
168,0.139,347.727,226,188,716,1.363,0.943,0.581,48.482,11475,172,5,7,153.435,0.378,1.569,0.637,0.868
169,0.118,388.893,196,196,667,1.347,0.819,0.599,46.006,10889,173,6,6,139.399,0.338,1.876,0.533,0.862
170,0.110,390.000,434,190,716,1.271,0.854,0.555,42.842,10140,174,5,8,159.444,0.322,1.778,0.562,0.867
171,0.131,358.742,188,188,641,1.363,0.886,0.581,46.986,11121,175,5,8,153.435,0.349,1.717,0.582,0.838
172,0.114,410.407,442,201,745,1.271,0.887,0.555,46.817,11081,176,5,8,159.444,0.325,1.838,0.544,0.857
173,0.123,350.862,209,187,668,1.255,0.977,0.524,42.989,10175,177,5,8,150.255,0.325,1.360,0.735,0.921
174,0.131,382.710,211,197,682,1.271,1.000,0.559,50.125,11864,178,6,6,144.462,0.368,1.580,0.633,0.899
175,0.135,370.156,369,192,581,1.363,0.914,0.581,50.045,11845,179,5,7,153.435,0.368,1.596,0.627,0.889
176,0.135,379.219,196,186,786,1.379,0.894,0.581,51.270,12135,180,5,7,153.435,0.368,1.768,0.565,0.831
177,0.127,366.467,396,194,604,1.255,1.000,0.559,46.450,10994,181,6,7,144.462,0.325,1.580,0.633,0.938
178,0.131,383.677,187,187,776,1.347,0.907,0.559,50.252,11894,182,6,7,144.462,0.378,1.525,0.656,0.886
179,0.144,361.559,302,188,718,1.417,0.899,0.613,51.938,12293,183,5,7,147.995,0.368,1.934,0.517,0.840
180,0.144,363.294,195,195,716,1.417,0.899,0.581,52.187,12352,184,5,7,153.435,0.349,1.737,0.576,0.840
181,0.144,370.706,189,189,669,1.401,0.919,0.613,53.252,12604,185,5,7,147.995,0.378,1.757,0.569,0.872
182,0.148,362.429,527,190,637,1.363,1.000,0.581,53.594,12685,186,5,8,153.435,0.378,1.622,0.617,0.886
183,0.156,348.919,187,187,683,1.455,0.928,0.613,54.545,12910,187,5,7,147.995,0.378,1.791,0.558,0.860
184,0.152,374.389,208,204,674,1.401,0.974,0.613,56.945,13478,188,5,7,147.995,0.378,1.706,0.586,0.900
185,0.148,320.229,195,187,613,1.455,0.878,0.613,47.354,11208.000,189,5,7,147.995,0.378,1.805,0.554,0.824
186,0.131,369.129,196,196,645,1.379,0.866,0.555,48.347,11443,190,5,8,159.444,0.368,1.586,0.630,0.827
187,0.131,378.968,440,192,744,1.439,0.795,0.613,49.635,11748,191,5,7,147.995,0.320,2.071,0.483,0.861
188,0.131,374.839,264,189,694,1.347,0.907,0.613,49.094,11620,192,5,7,147.995,0.325,1.975,0.506,0.899
189,0.135,389.906,476,200,770,1.401,0.865,0.613,52.715,12477,193,5,7,147.995,0.349,1.946,0.514,0.853
190,0.139,351.788,193,188,637,1.363,0.943,0.613,49.048,11609,194,5,7,147.995,0.361,1.882,0.531,0.880
191,0.144,337.471,186,186,718,1.455,0.853,0.613,48.478,11474,195,5,7,147.995,0.349,1.802,0.555,0.829
192,0.127,392.000,538,190,701,1.363,0.857,0.555,49.686,11760,196,5,8,159.444,0.368,1.571,0.637,0.857
193,0.127,338.233,189,189,665,1.401,0.811,0.581,42.871,10147,197,5,7,153.435,0.338,1.868,0.535,0.822
194,0.152,298.028,201,188,505,1.439,0.923,0.613,45.330,10729,198,5,7,147.995,0.390,1.682,0.595,0.900
195,0.127,332.567,193,193,538,1.347,0.877,0.613,42.153,9977,199,5,7,147.995,0.320,2.101,0.476,0.896
196,0.135,334.594,229,191,573,1.363,0.914,0.581,45.237,10707,200,5,7,153.435,0.378,1.647,0.607,0.853
197,0.135,338.312,203,192,614,1.363,0.914,0.613,45.740,10826,201,5,7,147.995,0.349,1.966,0.509,0.865
198,0.131,349.065,186,186,629,1.363,0.886,0.581,45.719,10821,202,5,7,153.435,0.349,1.734,0.577,0.838
199,0.152,332.500,288,187,509,1.417,0.952,0.613,50.573,11970,203,5,7,147.995,0.368,1.809,0.553,0.867
200,0.127,362.667,244,189,681,1.271,0.986,0.559,45.968,10880,204,5,7,144.462,0.349,1.692,0.591,0.882
201,0.139,341.152,250,192,524,1.363,0.943,0.559,47.565,11258,205,6,6,125.538,0.368,1.572,0.636,0.868
202,0.131,332.903,201,187,676,1.363,0.886,0.613,43.602,10320,206,5,7,147.995,0.351,1.933,0.517,0.861
203,0.131,334.581,195,195,516,1.363,0.886,0.613,43.822,10372,207,5,7,147.995,0.349,1.921,0.521,0.849
204,0.123,363.345,231,192,586,1.271,0.953,0.559,44.519,10537,208,5,7,144.462,0.349,1.664,0.601,0.866
205,0.135,357.062,220,186,637,1.325,0.968,0.581,48.275,11426,209,5,8,153.435,0.349,1.801,0.555,0.865
206,0.139,349.818,187,187,614,1.493,0.786,0.599,48.773,11544,210,6,6,130.601,0.349,1.848,0.541,0.815
207,0.152,330.444,189,189,519,1.439,0.923,0.613,50.261,11896,211,5,7,147.995,0.370,1.756,0.569,0.889
208,0.144,326.706,187,187,550,1.455,0.853,0.650,46.931,11108,212,5,6,143.130,0.361,1.951,0.513,0.840
209,0.144,325.588,396,192,460,1.401,0.919,0.599,46.771,11070,213,6,6,130.601,0.378,1.709,0.585,0.872
210,0.131,304.839,187,187,459,1.309,0.960,0.559,39.926,9450,214,5,7,144.462,0.368,1.592,0.628,0.899
211,0.135,349.062,196,196,540,1.325,0.968,0.559,47.193,11170,215,6,6,125.538,0.361,1.702,0.588,0.853
212,0.135,385.344,202,202,575,1.401,0.865,0.581,52.098,12331,216,4,8,153.435,0.368,1.673,0.598,0.877
213,0.161,356.816,197,191,595,1.509,0.886,0.650,57.287,13559,217,5,6,143.130,0.368,1.787,0.560,0.854
214,0.148,367.571,202,190,600,1.455,0.878,0.581,54.355,12865,218,5,7,153.435,0.378,1.596,0.627,0.854
215,0.144,362.882,192,188,630,1.455,0.853,0.581,52.128,12338,219,5,7,153.435,0.397,1.565,0.639,0.829
216,0.144,361.382,367,201,582,1.363,0.972,0.613,51.913,12287,220,5,7,147.995,0.368,1.796,0.557,0.895
217,0.139,360.182,206,206,579,1.401,0.892,0.613,50.218,11886,221,4,8,147.995,0.361,1.815,0.551,0.857
218,0.156,376.108,192,192,605,1.439,0.948,0.613,58.795,13916,222,5,7,147.995,0.390,1.608,0.622,0.892
219,0.165,339.154,228,186,586,1.455,0.978,0.613,55.884,13227,223,5,7,147.995,0.407,1.599,0.625,0.886
220,0.152,367.111,356,204,588,1.363,1.000,0.581,55.838,13216,224,4,8,153.435,0.390,1.538,0.650,0.900
221,0.156,369.270,422,189,612,1.401,1.000,0.581,57.726,13663,225,4,8,153.435,0.390,1.487,0.672,0.892
222,0.148,368.429,189,187,626,1.439,0.897,0.599,54.481,12895,226,6,6,130.601,0.397,1.583,0.632,0.886
223,0.144,357.912,256,190,584,1.455,0.853,0.640,51.414,12169,227,4,8,156.038,0.368,1.956,0.511,0.861
224,0.135,347.531,274,187,579,1.455,0.803,0.617,46.986,11121,228,4,9,161.565,0.343,1.994,0.502,0.831
225,0.148,342.886,187,187,532,1.401,0.947,0.581,50.704,12001,229,4,9,153.435,0.390,1.575,0.635,0.886
226,0.165,363.128,491,186,560,1.455,0.978,0.613,59.834,14162,230,4,8,147.995,0.397,1.666,0.600,0.876
