Time,Area,Mean,Mode,Min,Max,Perim.,Circ.,Feret,IntDen,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
28,0.042,325.000,232,232,441,0.682,1.000,0.291,13.731,3250.000,42,4,5,153.435,0.195,1.327,0.753,0.909
29,0.038,306.333,231,231,375,0.682,1.000,0.291,11.648,2757.000,43,4,5,153.435,0.195,1.536,0.651,0.857
30,0.038,374.222,232,232,547,0.643,1.000,0.291,14.230,3368.000,44,4,5,153.435,0.195,1.340,0.746,0.857
31,0.042,338.000,238,238,442,0.682,1.000,0.291,14.281,3380.000,45,4,5,153.435,0.195,1.327,0.753,0.909
32,0.042,397.200,292,292,529,0.682,1.000,0.291,16.782,3972.000,46,4,5,153.435,0.195,1.327,0.753,0.909
33,0.042,348.000,276,276,483,0.682,1.000,0.291,14.703,3480.000,47,4,5,153.435,0.195,1.327,0.753,0.909
34,0.046,359.273,253,240,515,0.773,0.976,0.325,16.697,3952.000,48,5,4,126.870,0.233,1.450,0.690,0.815
35,0.046,375.636,235,235,528,0.735,1.000,0.291,17.458,4132.000,49,4,5,153.435,0.260,1.139,0.878,0.815
36,0.051,329.667,248,238,491,0.773,1.000,0.325,16.714,3956.000,50,4,7,36.870,0.260,1.281,0.780,0.857
37,0.046,389.455,240,240,629,0.735,1.000,0.291,18.100,4284.000,51,4,5,153.435,0.260,1.139,0.878,0.815
38,0.046,325.455,238,238,448,0.735,1.000,0.291,15.126,3580.000,52,5,4,116.565,0.260,1.139,0.878,0.815
39,0.055,334.692,277,248,476,0.773,1.000,0.325,18.383,4351.000,53,4,4,126.870,0.260,1.159,0.863,0.897
40,0.042,388.400,256,256,628,0.682,1.000,0.291,16.410,3884.000,54,4,5,153.435,0.195,1.384,0.723,0.909
41,0.046,366.636,251,251,519,0.735,1.000,0.291,17.039,4033.000,55,5,4,116.565,0.260,1.139,0.878,0.815
42,0.046,356.727,281,245,540,0.735,1.000,0.291,16.579,3924.000,56,4,5,153.435,0.260,1.139,0.878,0.815
43,0.051,321.917,250,250,427,0.735,1.000,0.291,16.321,3863.000,57,5,4,116.565,0.260,1.000,1.000,0.857
44,0.046,349.636,265,258,462,0.735,1.000,0.291,16.249,3846.000,58,4,5,153.435,0.260,1.139,0.878,0.815
45,0.059,362.643,230,230,569,0.865,0.993,0.350,21.450,5077.000,59,3,7,21.801,0.260,1.264,0.791,0.848
46,0.059,416.929,254,254,615,0.812,1.000,0.325,24.661,5837.000,60,5,4,126.870,0.260,1.125,0.889,0.933
47,0.063,352.333,234,234,537,0.850,1.000,0.368,22.329,5285.000,61,4,4,135.000,0.260,1.137,0.880,0.968
48,0.068,384.688,278,244,589,0.865,1.000,0.379,26.005,6155.000,62,3,5,149.036,0.260,1.392,0.718,0.889
49,0.042,343.900,237,237,484,0.735,0.982,0.291,14.530,3439.000,63,4,5,153.435,0.260,1.346,0.743,0.769
50,0.055,375.308,231,231,613,0.773,1.000,0.325,20.614,4879.000,64,4,4,126.870,0.260,1.159,0.863,0.897
51,0.046,461.364,231,231,727,0.720,1.000,0.325,21.442,5075.000,65,4,8,36.870,0.195,1.372,0.729,0.957
52,0.059,422.643,253,253,644,0.812,1.000,0.325,24.999,5917.000,66,5,4,126.870,0.260,1.125,0.889,0.933
53,0.068,389.062,229,229,637,0.903,1.000,0.379,26.301,6225.000,67,3,5,149.036,0.260,1.292,0.774,0.889
54,0.063,386.067,240,240,603,0.850,1.000,0.368,24.467,5791.000,68,4,4,135.000,0.260,1.137,0.880,0.968
55,0.059,415.929,264,264,632,0.865,0.993,0.350,24.602,5823.000,69,3,7,21.801,0.260,1.264,0.791,0.848
56,0.063,385.867,246,246,577,0.903,0.976,0.350,24.454,5788.000,70,3,6,158.199,0.260,1.186,0.843,0.882
57,0.072,422.529,248,248,692,0.903,1.000,0.379,30.348,7183.000,71,3,5,149.036,0.260,1.263,0.792,0.919
58,0.072,390.059,501,239,566,1.011,0.883,0.395,28.016,6631.000,72,3,6,170.538,0.320,1.189,0.841,0.791
59,0.072,412.824,237,237,733,0.957,0.985,0.411,29.651,7018.000,73,3,7,18.435,0.260,1.454,0.688,0.850
60,0.055,436.923,228,228,730,0.850,0.956,0.350,23.998,5680.000,74,3,6,158.199,0.195,1.551,0.645,0.929
61,0.076,359.722,277,236,534,0.957,1.000,0.379,27.357,6475.000,75,4,4,149.036,0.325,1.121,0.892,0.857
62,0.059,385.714,239,239,556,0.865,0.993,0.350,22.815,5400.000,76,4,5,158.199,0.260,1.310,0.763,0.848
63,0.063,368.867,508,228,523,0.850,1.000,0.368,23.377,5533.000,77,4,4,135.000,0.260,1.137,0.880,0.968
64,0.063,378.533,229,229,578,0.957,0.869,0.395,23.990,5678.000,78,3,6,170.538,0.260,1.499,0.667,0.811
65,0.051,344.083,267,267,430,0.812,0.967,0.350,17.445,4129.000,79,3,7,21.801,0.195,1.579,0.633,0.889
66,0.063,394.200,231,231,620,0.957,0.869,0.395,24.982,5913.000,80,3,6,170.538,0.260,1.499,0.667,0.811
67,0.055,399.846,233,233,585,0.812,1.000,0.325,21.962,5198.000,81,5,4,126.870,0.260,1.148,0.871,0.897
68,0.080,379.263,229,229,565,0.957,1.000,0.411,30.445,7206.000,82,3,5,161.565,0.260,1.491,0.671,0.884
69,0.063,396.467,233,233,634,0.850,1.000,0.368,25.126,5947.000,83,4,8,45.000,0.260,1.137,0.880,0.968
70,0.059,412.357,232,232,662,0.850,1.000,0.379,24.391,5773.000,84,3,8,30.964,0.195,1.662,0.602,0.966
71,0.055,401.923,233,233,630,0.812,1.000,0.350,22.076,5225.000,85,4,5,158.199,0.195,1.551,0.645,0.929
72,0.072,374.529,290,236,577,0.903,1.000,0.379,26.901,6367.000,86,4,5,149.036,0.260,1.336,0.749,0.919
73,0.076,389.556,228,228,668,0.995,0.965,0.411,29.626,7012.000,87,3,7,18.435,0.260,1.416,0.706,0.878
74,0.076,422.667,248,248,696,0.995,0.965,0.411,32.144,7608.000,88,3,7,18.435,0.260,1.416,0.706,0.878
75,0.068,393.000,235,235,609,0.957,0.927,0.411,26.567,6288.000,89,3,5,161.565,0.260,1.622,0.616,0.821
76,0.068,412.125,238,238,593,0.957,0.927,0.411,27.860,6594.000,90,3,5,161.565,0.260,1.622,0.616,0.821
77,0.076,402.389,245,245,598,1.011,0.935,0.395,30.602,7243.000,91,3,6,170.538,0.322,1.085,0.922,0.818
78,0.076,401.389,229,229,722,0.957,1.000,0.411,30.526,7225.000,92,3,7,18.435,0.260,1.387,0.721,0.857
79,0.059,422.000,242,242,671,0.850,1.000,0.379,24.961,5908.000,93,3,5,149.036,0.195,1.662,0.602,0.966
80,0.055,416.000,262,262,662,0.812,1.000,0.350,22.849,5408.000,94,3,5,158.199,0.195,1.622,0.617,0.929
81,0.076,371.500,314,233,551,0.995,0.965,0.411,28.253,6687.000,95,3,5,161.565,0.260,1.480,0.675,0.878
82,0.059,427.071,263,263,650,0.903,0.911,0.350,25.261,5979.000,96,3,6,158.199,0.260,1.310,0.763,0.848
83,0.063,387.133,237,237,588,0.865,1.000,0.350,24.535,5807.000,97,4,5,158.199,0.260,1.186,0.843,0.882
84,0.076,368.667,231,231,526,0.995,0.965,0.411,28.037,6636.000,98,3,6,161.565,0.260,1.624,0.616,0.857
85,0.076,378.667,233,233,562,1.011,0.935,0.395,28.798,6816.000,99,3,6,170.538,0.322,1.085,0.922,0.818
86,0.055,379.385,229,229,510,0.850,0.956,0.350,20.838,4932.000,100,3,6,158.199,0.195,1.551,0.645,0.929
87,0.072,391.353,271,229,600,0.995,0.911,0.411,28.109,6653.000,101,3,7,18.435,0.260,1.434,0.697,0.872
88,0.055,422.154,228,228,689,0.850,0.956,0.350,23.187,5488.000,102,3,6,158.199,0.195,1.551,0.645,0.929
89,0.059,385.214,246,246,570,0.865,0.993,0.350,22.785,5393.000,103,3,6,158.199,0.260,1.310,0.763,0.848
90,0.059,400.214,235,235,621,0.903,0.911,0.395,23.673,5603.000,104,3,6,170.538,0.195,1.768,0.565,0.875
91,0.076,355.333,232,232,476,1.011,0.935,0.411,27.023,6396.000,105,3,6,161.565,0.320,1.308,0.764,0.800
92,0.059,409.000,238,238,649,0.903,0.911,0.350,24.192,5726.000,106,4,5,158.199,0.260,1.332,0.751,0.848
93,0.051,460.333,270,270,775,0.758,1.000,0.325,23.339,5524.000,107,4,5,143.130,0.195,1.333,0.750,1.000
94,0.068,383.500,229,229,604,0.942,0.958,0.379,25.925,6136.000,108,4,5,149.036,0.260,1.477,0.677,0.889
95,0.072,339.647,292,235,478,0.903,1.000,0.379,24.395,5774.000,109,3,8,30.964,0.260,1.263,0.792,0.919
96,0.059,351.500,255,236,483,0.850,1.000,0.379,20.791,4921.000,110,4,5,149.036,0.195,1.662,0.602,0.966
97,0.068,336.562,411,232,447,0.957,0.927,0.379,22.752,5385.000,111,3,8,30.964,0.320,1.245,0.803,0.800
98,0.068,402.562,232,232,588,0.957,0.927,0.350,27.213,6441.000,112,3,6,158.199,0.320,1.076,0.929,0.821
99,0.068,410.438,229,229,620,0.957,0.927,0.411,27.746,6567.000,113,3,8,18.435,0.260,1.622,0.616,0.821
100,0.072,416.235,239,239,641,0.995,0.911,0.411,29.896,7076.000,114,3,6,161.565,0.260,1.454,0.688,0.850
101,0.055,458.923,236,236,709,0.850,0.956,0.350,25.206,5966.000,115,3,6,158.199,0.195,1.551,0.645,0.929
102,0.055,433.615,242,242,706,0.812,1.000,0.325,23.816,5637.000,116,5,4,126.870,0.260,1.148,0.871,0.897
103,0.059,424.143,272,239,695,0.850,1.000,0.379,25.088,5938.000,117,3,8,30.964,0.195,1.662,0.602,0.966
104,0.072,435.353,251,251,739,0.903,1.000,0.379,31.269,7401.000,118,3,8,30.964,0.260,1.263,0.792,0.919
105,0.085,360.900,232,232,578,1.011,1.000,0.436,30.496,7218.000,119,3,8,26.565,0.320,1.441,0.694,0.833
106,0.072,383.647,231,231,568,0.957,0.985,0.350,27.555,6522.000,120,5,4,111.801,0.322,1.044,0.957,0.850
107,0.059,435.429,256,256,677,0.812,1.000,0.325,25.756,6096.000,121,4,5,126.870,0.260,1.020,0.981,0.933
108,0.076,370.111,238,238,576,0.942,1.000,0.379,28.147,6662.000,122,5,4,120.964,0.260,1.218,0.821,0.947
109,0.080,392.000,229,229,651,0.995,1.000,0.411,31.468,7448.000,123,3,6,161.565,0.260,1.491,0.671,0.884
110,0.076,399.222,241,241,667,0.957,1.000,0.411,30.361,7186.000,124,3,8,18.435,0.260,1.416,0.706,0.878
111,0.072,409.235,241,241,686,0.957,0.985,0.411,29.393,6957.000,125,3,5,161.565,0.260,1.434,0.697,0.872
112,0.080,391.684,233,233,611,0.995,1.000,0.379,31.442,7442.000,126,5,4,120.964,0.325,1.083,0.923,0.884
113,0.085,408.700,232,232,606,1.033,0.994,0.436,34.535,8174.000,127,3,5,153.435,0.260,1.403,0.713,0.909
114,0.085,365.950,244,244,540,0.995,1.000,0.411,30.923,7319.000,128,3,6,161.565,0.260,1.435,0.697,0.909
115,0.076,383.389,289,230,592,0.942,1.000,0.379,29.157,6901.000,129,3,6,149.036,0.260,1.218,0.821,0.947
116,0.076,350.222,234,234,487,0.995,0.965,0.395,26.634,6304.000,130,3,6,170.538,0.260,1.245,0.803,0.857
117,0.059,436.714,263,263,764,0.812,1.000,0.325,25.832,6114.000,131,4,5,126.870,0.260,1.020,0.981,0.933
118,0.072,398.824,230,230,663,0.942,1.000,0.379,28.645,6780.000,132,3,6,149.036,0.260,1.134,0.882,0.919
119,0.101,364.583,295,242,533,1.087,1.000,0.436,36.969,8750.000,133,3,6,153.435,0.325,1.222,0.818,0.906
120,0.072,391.471,260,232,596,0.957,0.985,0.411,28.117,6655.000,134,3,8,18.435,0.260,1.454,0.688,0.850
121,0.085,351.350,253,253,467,0.995,1.000,0.416,29.689,7027.000,135,4,5,128.660,0.322,1.282,0.780,0.909
122,0.085,405.200,289,239,665,0.995,1.000,0.379,34.239,8104.000,136,5,5,120.964,0.325,1.083,0.923,0.889
123,0.080,392.895,239,239,626,0.995,1.000,0.379,31.540,7465.000,137,5,5,120.964,0.325,1.139,0.878,0.864
124,0.080,440.105,255,255,690,0.957,1.000,0.379,35.329,8362.000,138,5,5,120.964,0.322,1.161,0.861,0.884
125,0.093,414.318,229,229,643,1.033,1.000,0.416,38.511,9115.000,139,5,5,128.660,0.325,1.101,0.908,0.936
126,0.085,447.800,253,253,760,0.995,1.000,0.379,37.839,8956.000,140,5,5,120.964,0.325,1.083,0.923,0.889
127,0.101,401.583,230,230,656,1.087,1.000,0.436,40.721,9638.000,141,4,6,153.435,0.325,1.222,0.818,0.906
128,0.089,480.333,231,231,750,1.049,1.000,0.411,42.618,10087.000,142,4,6,161.565,0.325,1.183,0.846,0.857
129,0.093,462.955,234,234,718,1.033,1.000,0.416,43.032,10185.000,143,5,5,128.660,0.325,1.101,0.908,0.936
130,0.093,432.318,266,266,621,1.033,1.000,0.416,40.184,9511.000,144,5,5,128.660,0.325,1.101,0.908,0.936
131,0.093,452.364,255,255,708,1.033,1.000,0.416,42.047,9952.000,145,5,5,128.660,0.325,1.101,0.908,0.936
132,0.093,416.636,232,232,593,1.033,1.000,0.416,38.726,9166.000,146,5,5,128.660,0.325,1.101,0.908,0.936
133,0.089,431.762,272,239,668,0.995,1.000,0.379,38.308,9067.000,147,5,5,120.964,0.325,1.000,1.000,0.913
134,0.101,403.375,229,229,687,1.087,1.000,0.436,40.902,9681.000,148,4,6,153.435,0.325,1.222,0.818,0.906
135,0.089,401.429,231,231,640,0.995,1.000,0.416,35.617,8430.000,149,5,5,128.660,0.325,1.182,0.846,0.913
136,0.093,405.000,240,240,690,1.033,1.000,0.416,37.645,8910.000,150,5,5,128.660,0.325,1.101,0.908,0.936
137,0.093,389.045,240,240,588,1.033,1.000,0.416,36.162,8559.000,151,5,5,128.660,0.325,1.101,0.908,0.936
138,0.097,428.348,394,247,620,1.072,1.000,0.460,41.625,9852.000,152,4,5,135.000,0.325,1.202,0.832,0.958
139,0.089,411.524,249,249,620,1.033,1.000,0.416,36.512,8642.000,153,5,5,128.660,0.325,1.182,0.846,0.913
140,0.093,433.955,577,238,677,1.033,1.000,0.416,40.336,9547.000,154,5,5,128.660,0.325,1.101,0.908,0.936
141,0.097,410.000,232,232,669,1.087,1.000,0.416,39.842,9430.000,155,5,5,128.660,0.325,1.132,0.884,0.885
142,0.080,430.895,322,267,710,0.957,1.000,0.379,34.590,8187.000,156,5,5,120.964,0.322,1.161,0.861,0.884
143,0.089,409.810,234,234,602,0.995,1.000,0.379,36.360,8606.000,157,5,5,120.964,0.325,1.000,1.000,0.913
144,0.089,396.238,469,245,569,0.995,1.000,0.379,35.156,8321.000,158,5,5,120.964,0.325,1.000,1.000,0.913
145,0.085,435.450,382,248,601,0.995,1.000,0.379,36.796,8709.000,159,5,5,120.964,0.325,1.083,0.923,0.889
146,0.089,419.381,472,271,556,0.995,1.000,0.379,37.210,8807.000,160,5,5,120.964,0.325,1.000,1.000,0.913
147,0.093,392.227,244,244,552,1.033,1.000,0.416,36.458,8629.000,161,5,5,128.660,0.325,1.101,0.908,0.936
148,0.076,397.556,232,232,661,0.957,1.000,0.379,30.234,7156.000,162,5,5,120.964,0.322,1.130,0.885,0.857
149,0.089,407.857,234,234,643,1.033,1.000,0.416,36.187,8565.000,163,4,5,128.660,0.325,1.182,0.846,0.913
150,0.080,414.474,246,246,666,0.957,1.000,0.379,33.272,7875.000,164,5,5,120.964,0.322,1.161,0.861,0.884
151,0.097,401.304,432,244,614,1.072,1.000,0.460,38.997,9230.000,165,4,5,135.000,0.325,1.202,0.832,0.958
152,0.085,435.000,308,243,695,0.995,1.000,0.379,36.758,8700.000,166,5,5,120.964,0.325,1.083,0.923,0.889
153,0.068,460.500,255,255,792,0.865,1.000,0.379,31.130,7368.000,167,4,6,149.036,0.260,1.392,0.718,0.889
154,0.076,417.944,264,264,658,0.942,1.000,0.416,31.785,7523.000,168,4,5,141.340,0.260,1.362,0.734,0.947
155,0.068,408.188,329,278,612,0.865,1.000,0.350,27.593,6531.000,169,4,6,158.199,0.260,1.209,0.827,0.889
156,0.076,416.778,231,231,633,0.942,1.000,0.379,31.696,7502.000,170,4,6,149.036,0.260,1.248,0.801,0.947
157,0.072,453.059,259,259,718,0.903,1.000,0.379,32.541,7702.000,171,4,9,30.964,0.260,1.263,0.792,0.919
158,0.080,448.158,230,230,677,0.957,1.000,0.379,35.976,8515.000,172,5,5,120.964,0.322,1.161,0.861,0.884
159,0.089,381.524,232,232,594,1.033,1.000,0.416,33.851,8012.000,173,4,5,128.660,0.325,1.182,0.846,0.913
160,0.085,404.000,256,256,596,0.995,1.000,0.379,34.138,8080.000,174,4,6,149.036,0.325,1.083,0.923,0.889
161,0.097,414.478,231,231,713,1.087,1.000,0.436,40.277,9533.000,175,4,6,153.435,0.325,1.317,0.759,0.868
162,0.085,402.750,384,237,539,1.033,0.994,0.416,34.032,8055.000,176,4,9,38.660,0.325,1.165,0.858,0.889
163,0.072,379.706,332,260,573,0.903,1.000,0.379,27.272,6455.000,177,4,6,149.036,0.260,1.263,0.792,0.919
164,0.080,373.105,236,236,532,0.995,1.000,0.436,29.951,7089.000,178,4,6,153.435,0.260,1.548,0.646,0.905
165,0.068,397.188,228,228,726,0.919,1.000,0.379,26.850,6355.000,179,5,5,120.964,0.276,1.452,0.689,0.821
166,0.072,383.941,389,273,535,0.903,1.000,0.379,27.577,6527.000,180,4,6,149.036,0.260,1.263,0.792,0.919
167,0.072,375.941,320,256,558,0.903,1.000,0.379,27.002,6391.000,181,4,6,149.036,0.260,1.263,0.792,0.919
168,0.063,386.333,228,228,570,0.850,1.000,0.368,24.484,5795.000,182,5,5,135.000,0.260,1.137,0.880,0.968
169,0.072,386.941,300,262,568,0.903,1.000,0.379,27.792,6578.000,183,4,6,149.036,0.260,1.336,0.749,0.919
170,0.076,333.278,246,246,466,0.957,1.000,0.411,25.346,5999.000,184,4,6,161.565,0.260,1.416,0.706,0.878
171,0.063,415.400,393,229,719,0.919,0.942,0.350,26.326,6231.000,185,6,5,111.801,0.276,1.191,0.840,0.811
172,0.072,359.647,240,240,482,0.903,1.000,0.379,25.832,6114.000,186,4,6,149.036,0.260,1.263,0.792,0.919
173,0.072,400.176,262,262,601,0.903,1.000,0.379,28.743,6803.000,187,4,9,30.964,0.260,1.263,0.792,0.919
174,0.080,382.211,235,235,600,0.957,1.000,0.379,30.682,7262.000,188,5,5,120.964,0.322,1.161,0.861,0.884
175,0.072,371.000,229,229,562,0.957,0.985,0.379,26.647,6307.000,189,4,6,149.036,0.320,1.186,0.843,0.829
176,0.068,360.875,232,232,561,0.865,1.000,0.350,24.395,5774.000,190,6,5,111.801,0.260,1.209,0.827,0.889
177,0.080,375.421,231,231,603,0.957,1.000,0.379,30.137,7133.000,191,6,5,120.964,0.322,1.161,0.861,0.884
178,0.076,400.556,238,238,669,1.011,0.935,0.395,30.462,7210.000,192,4,7,170.538,0.322,1.085,0.922,0.818
179,0.076,346.944,229,229,491,0.995,0.965,0.436,26.385,6245.000,193,4,6,153.435,0.260,1.516,0.659,0.878
180,0.072,366.353,258,258,496,0.903,1.000,0.379,26.313,6228.000,194,4,6,149.036,0.260,1.263,0.792,0.919
181,0.063,384.333,232,232,605,0.919,0.942,0.350,24.357,5765.000,195,6,5,111.801,0.276,1.191,0.840,0.811
182,0.072,385.588,244,244,579,0.957,0.985,0.379,27.695,6555.000,196,5,5,120.964,0.320,1.250,0.800,0.829
183,0.051,495.167,247,247,891,0.758,1.000,0.325,25.105,5942.000,197,5,6,143.130,0.195,1.333,0.750,1.000
184,0.063,396.067,229,229,614,0.919,0.942,0.350,25.101,5941.000,198,6,5,111.801,0.276,1.191,0.840,0.811
185,0.055,405.615,229,229,694,0.773,1.000,0.325,22.278,5273.000,199,5,6,126.870,0.260,1.159,0.863,0.897
186,0.076,331.167,247,229,481,0.957,1.000,0.379,25.185,5961.000,200,5,5,120.964,0.322,1.094,0.914,0.857
187,0.059,385.571,253,253,589,0.865,0.993,0.350,22.807,5398.000,201,6,10,68.199,0.260,1.264,0.791,0.848
188,0.063,383.933,228,228,665,0.865,1.000,0.350,24.332,5759.000,202,6,5,111.801,0.260,1.127,0.887,0.857
189,0.042,366.300,444,263,499,0.682,1.000,0.291,15.476,3663.000,203,5,6,153.435,0.195,1.236,0.809,0.909
190,0.055,348.923,229,229,498,0.812,1.000,0.325,19.165,4536.000,204,5,6,126.870,0.260,1.148,0.871,0.897
191,0.059,367.857,231,231,584,0.919,0.880,0.350,21.759,5150.000,205,5,5,111.801,0.276,1.143,0.875,0.778
192,0.051,351.000,228,228,509,0.827,0.931,0.331,17.796,4212.000,206,4,7,168.690,0.260,1.186,0.843,0.800
193,0.046,387.000,246,246,589,0.720,1.000,0.325,17.986,4257.000,207,5,6,143.130,0.195,1.372,0.729,0.957
194,0.051,358.583,233,233,510,0.773,1.000,0.350,18.180,4303.000,208,4,9,21.801,0.195,1.579,0.633,0.889
195,0.046,345.182,229,229,508,0.773,0.976,0.291,16.042,3797.000,209,5,6,116.565,0.260,1.035,0.966,0.846
196,0.042,341.900,273,273,417,0.720,1.000,0.291,14.445,3419.000,210,4,7,153.435,0.195,1.236,0.809,0.909
197,0.059,313.643,229,229,422,0.812,1.000,0.325,18.552,4391.000,211,5,6,126.870,0.260,1.020,0.981,0.933
198,0.046,343.273,239,239,509,0.773,0.976,0.291,15.954,3776.000,212,5,6,116.565,0.260,1.035,0.966,0.846
199,0.051,326.500,234,234,452,0.773,1.000,0.350,16.554,3918.000,213,4,9,21.801,0.195,1.579,0.633,0.889
200,0.055,323.538,237,237,454,0.773,1.000,0.325,17.770,4206.000,214,5,5,126.870,0.260,1.159,0.863,0.897
201,0.042,329.400,338,231,432,0.720,1.000,0.291,13.917,3294.000,215,4,7,153.435,0.195,1.236,0.809,0.909
202,0.051,369.833,249,249,510,0.865,0.851,0.331,18.751,4438.000,216,6,5,101.310,0.260,1.186,0.843,0.800
203,0.063,340.333,231,231,539,0.865,1.000,0.350,21.569,5105.000,217,5,10,68.199,0.260,1.127,0.887,0.857
204,0.051,324.500,234,234,446,0.773,1.000,0.350,16.452,3894.000,218,4,6,158.199,0.195,1.579,0.633,0.889
205,0.046,412.455,253,253,615,0.720,1.000,0.325,19.169,4537.000,219,4,6,143.130,0.195,1.372,0.729,0.957
206,0.051,321.917,232,232,450,0.773,1.000,0.350,16.321,3863.000,220,4,6,158.199,0.195,1.579,0.633,0.889
207,0.046,361.091,246,246,478,0.720,1.000,0.325,16.782,3972.000,221,4,6,143.130,0.195,1.372,0.729,0.957
208,0.042,300.700,229,229,400,0.720,1.000,0.291,12.705,3007.000,222,4,7,153.435,0.195,1.236,0.809,0.909
209,0.046,333.364,233,233,441,0.720,1.000,0.325,15.493,3667.000,223,5,9,36.870,0.195,1.372,0.729,0.957
210,0.055,336.923,232,232,482,0.812,1.000,0.379,18.505,4380.000,224,5,5,120.964,0.195,1.735,0.576,0.929
211,0.046,329.818,228,228,426,0.773,0.976,0.331,15.328,3628.000,225,4,7,168.690,0.195,1.469,0.681,0.846
212,0.030,311.714,318,267,364,0.590,1.000,0.234,9.219,2182.000,226,6,6,123.690,0.195,1.069,0.936,0.875
213,0.038,290.556,249,249,358,0.643,1.000,0.291,11.048,2615.000,227,5,9,26.565,0.195,1.340,0.746,0.857
214,0.030,268.571,243,243,297,0.590,1.000,0.234,7.943,1880.000,228,5,6,123.690,0.195,1.069,0.936,0.875
215,0.025,295.667,261,261,335,0.498,1.000,0.234,7.495,1774.000,229,5,6,146.310,0.130,1.500,0.667,1.000
216,0.038,348.333,248,248,535,0.682,1.000,0.291,13.245,3135.000,230,5,6,153.435,0.195,1.340,0.746,0.857
217,0.046,303.545,253,253,374,0.720,1.000,0.325,14.107,3339.000,231,5,9,36.870,0.195,1.372,0.729,0.957
218,0.038,263.444,231,231,307,0.628,1.000,0.276,10.017,2371.000,232,5,6,135.000,0.195,1.000,1.000,1.000
219,0.038,307.444,233,233,405,0.628,1.000,0.276,11.691,2767.000,233,5,6,135.000,0.195,1.000,1.000,1.000
