Time,Area,Mean,Mode,Min,Max,Perim.,Circ.,Feret,IntDen,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
227,0.123,297.310,228,207,436,1.271,0.953,0.495,36.428,8622,230,6,1,113.199,0.390,1.286,0.777,0.853
228,0.123,356.448,224,204,638,1.233,1.000,0.473,43.674,10337,231,4,4,164.055,0.390,1.144,0.874,0.853
229,0.106,355.360,209,209,756,1.179,0.954,0.436,37.535,8884,232,4,3,153.435,0.378,1.138,0.879,0.847
230,0.106,308.120,218,212,438,1.163,0.981,0.495,32.545,7703,233,4,7,23.199,0.260,1.706,0.586,0.943
231,0.118,344.750,206,206,583,1.179,1.000,0.436,40.784,9653,234,6,2,116.565,0.390,1.018,0.982,0.903
232,0.106,354.200,387,226,628,1.125,1.000,0.436,37.412,8855,235,4,4,153.435,0.325,1.230,0.813,0.909
233,0.101,371.292,223,223,658,1.141,0.978,0.473,37.649,8911,236,3,4,164.055,0.325,1.383,0.723,0.842
234,0.110,371.000,245,211,713,1.141,1.000,0.436,40.754,9646,237,5,2,116.565,0.378,1.121,0.892,0.867
235,0.123,352.345,242,213,534,1.217,1.000,0.495,43.171,10218,238,3,4,156.801,0.325,1.373,0.728,0.921
236,0.085,423.650,322,211,785,1.033,0.994,0.469,35.798,8473,239,4,3,146.310,0.260,1.643,0.609,0.930
237,0.110,346.769,206,206,603,1.217,0.932,0.495,38.093,9016,240,3,4,156.801,0.325,1.420,0.704,0.897
238,0.093,368.955,207,207,618,1.072,1.000,0.436,34.294,8117,241,4,3,153.435,0.260,1.459,0.685,0.957
239,0.097,360.739,224,224,614,1.072,1.000,0.416,35.055,8297,242,4,3,128.660,0.325,1.008,0.992,0.958
240,0.106,327.040,204,204,540,1.125,1.000,0.436,34.544,8176.000,243,4,3,153.435,0.325,1.177,0.849,0.926
241,0.110,310.846,207,207,542,1.309,0.805,0.536,34.146,8082.000,244,2,4,165.964,0.325,1.573,0.636,0.839
242,0.106,295.720,210,205,432,1.163,0.981,0.469,31.235,7393.000,245,4,3,146.310,0.325,1.365,0.732,0.909
243,0.093,311.773,206,206,500,1.087,0.988,0.436,28.979,6859,246,4,7,26.565,0.325,1.342,0.745,0.880
244,0.097,324.391,206,206,514,1.049,1.000,0.436,31.523,7461.000,247,4,3,153.435,0.325,1.314,0.761,0.885
245,0.101,296.167,207,207,402,1.087,1.000,0.436,30.031,7108,248,4,3,153.435,0.325,1.308,0.765,0.889
246,0.106,325.040,235,206,486,1.141,1.000,0.469,34.332,8126.000,249,4,3,146.310,0.368,1.241,0.806,0.847
247,0.085,337.100,205,205,549,1.033,0.994,0.416,28.485,6742,250,4,7,38.660,0.260,1.371,0.730,0.909
248,0.085,361.350,214,207,611,1.141,0.815,0.460,30.534,7227,251,3,5,171.870,0.320,1.475,0.678,0.784
249,0.101,305.833,214,214,414,1.087,1.000,0.469,31.011,7340,252,4,3,146.310,0.325,1.409,0.710,0.906
250,0.093,325.000,205,205,514,1.087,0.988,0.436,30.209,7150,253,4,7,26.565,0.325,1.345,0.744,0.863
251,0.068,318.812,219,219,461,0.942,0.958,0.411,21.552,5101,254,4,4,161.565,0.195,1.873,0.534,0.941
252,0.093,304.773,214,206,462,1.087,0.988,0.436,28.329,6705,255,3,4,153.435,0.325,1.276,0.784,0.863
253,0.080,326.211,204,204,499,1.049,0.916,0.411,26.187,6198,256,3,5,161.565,0.308,1.386,0.722,0.809
254,0.089,299.000,226,209,423,1.049,1.000,0.416,26.529,6279,257,5,3,128.660,0.322,1.272,0.786,0.857
255,0.080,329.105,205,205,552,0.957,1.000,0.379,26.419,6253,258,5,3,120.964,0.322,1.161,0.861,0.884
256,0.106,311.360,209,205,519,1.141,1.000,0.469,32.887,7784,259,4,3,146.310,0.349,1.351,0.740,0.847
257,0.093,304.455,208,208,451,1.087,0.988,0.436,28.299,6698,260,4,4,153.435,0.325,1.345,0.744,0.863
258,0.093,293.818,224,216,386,1.087,0.988,0.436,27.310,6464,261,4,4,153.435,0.325,1.342,0.745,0.880
259,0.110,276.192,211,204,379,1.179,0.993,0.469,30.340,7181,262,4,3,146.310,0.370,1.273,0.785,0.852
260,0.076,319.333,349,204,493,0.942,1.000,0.379,24.285,5748,263,4,4,149.036,0.260,1.218,0.821,0.947
261,0.093,304.727,205,205,435,1.072,1.000,0.416,28.324,6704,264,5,3,141.340,0.325,1.083,0.923,0.936
262,0.097,315.130,204,204,572,1.141,0.938,0.416,30.623,7248,265,5,7,38.660,0.368,1.125,0.889,0.821
263,0.093,306.864,272,211,436,1.072,1.000,0.436,28.523,6751,266,4,4,153.435,0.260,1.459,0.685,0.957
264,0.089,315.810,205,205,482,1.049,1.000,0.411,28.020,6632,267,4,4,161.565,0.325,1.282,0.780,0.857
265,0.110,290.808,209,208,447,1.179,0.993,0.473,31.945,7561,268,3,4,164.055,0.325,1.415,0.707,0.881
266,0.076,301.667,211,211,431,0.942,1.000,0.379,22.942,5430,269,4,4,149.036,0.260,1.218,0.821,0.947
267,0.072,322.529,204,204,501,0.957,0.985,0.379,23.166,5483,270,4,4,149.036,0.308,1.307,0.765,0.810
268,0.101,302.417,227,220,450,1.087,1.000,0.436,30.665,7258,271,4,4,153.435,0.325,1.222,0.818,0.906
269,0.085,295.200,274,205,451,0.995,1.000,0.416,24.944,5904,272,4,3,128.660,0.322,1.282,0.780,0.909
270,0.076,305.111,243,208,398,0.942,1.000,0.379,23.204,5492,273,4,4,149.036,0.260,1.218,0.821,0.947
271,0.097,270.957,208,208,367,1.049,1.000,0.436,26.330,6232,274,4,3,153.435,0.325,1.314,0.761,0.885
272,0.072,354.412,314,222,599,0.903,1.000,0.379,25.456,6025,275,4,3,149.036,0.260,1.263,0.792,0.919
273,0.089,311.286,218,218,459,1.049,1.000,0.411,27.619,6537,276,3,6,18.435,0.325,1.116,0.896,0.857
274,0.097,306.739,211,211,465,1.087,1.000,0.469,29.807,7055,277,3,3,146.310,0.322,1.473,0.679,0.902
275,0.072,335.529,205,205,548,0.903,1.000,0.379,24.099,5704,278,4,3,149.036,0.260,1.263,0.792,0.919
276,0.076,282.056,219,219,372,0.942,1.000,0.379,21.450,5077,279,4,4,149.036,0.260,1.218,0.821,0.947
277,0.076,301.389,210,210,445,0.957,1.000,0.411,22.921,5425,280,4,4,161.565,0.260,1.416,0.706,0.878
278,0.093,308.091,204,204,490,1.141,0.897,0.473,28.637,6778.000,281,3,4,164.055,0.325,1.402,0.713,0.815
279,0.114,290.741,206,206,412,1.217,0.967,0.495,33.166,7850.000,282,3,6,23.199,0.325,1.468,0.681,0.900
280,0.106,311.600,204,204,481,1.217,0.896,0.473,32.913,7790.000,283,3,4,164.055,0.325,1.460,0.685,0.862
281,0.110,269.577,286,204,350,1.141,1.000,0.436,29.613,7009,284,5,2,116.565,0.378,1.149,0.870,0.867
282,0.089,278.286,207,207,375,1.087,0.943,0.416,24.691,5844,285,5,7,38.660,0.325,1.217,0.822,0.857
283,0.093,270.182,205,205,368,1.087,0.988,0.469,25.113,5944,286,4,3,146.310,0.325,1.480,0.676,0.863
284,0.085,283.200,208,208,422,0.995,1.000,0.411,23.930,5664,287,4,4,161.565,0.260,1.435,0.697,0.909
285,0.080,263.947,217,215,345,0.995,1.000,0.411,21.188,5015.000,288,4,4,161.565,0.260,1.343,0.744,0.884
286,0.076,319.222,204,204,473,0.995,0.965,0.436,24.277,5746,289,3,4,153.435,0.260,1.639,0.610,0.878
287,0.076,336.222,219,219,540,0.942,1.000,0.416,25.570,6052,290,4,3,141.340,0.260,1.362,0.734,0.947
288,0.080,313.842,323,221,492,0.995,1.000,0.436,25.194,5963,291,3,3,153.435,0.260,1.548,0.646,0.905
289,0.089,297.810,205,205,486,1.033,1.000,0.436,26.423,6254,292,4,3,153.435,0.260,1.475,0.678,0.933
290,0.089,329.619,220,220,499,1.125,0.880,0.473,29.245,6922.000,293,3,5,15.945,0.260,1.618,0.618,0.894
291,0.097,263.652,270,204,351,1.087,1.000,0.436,25.620,6064,294,4,6,26.565,0.325,1.217,0.822,0.868
292,0.080,255.211,205,205,323,1.033,0.944,0.411,20.487,4849,295,4,4,161.565,0.260,1.396,0.717,0.905
293,0.076,253.444,213,205,321,0.980,0.996,0.416,19.274,4562,296,5,3,141.340,0.260,1.254,0.798,0.947
294,0.080,269.105,297,208,369,1.033,0.944,0.460,21.602,5113,297,5,7,45.000,0.306,1.571,0.636,0.884
295,0.068,257.250,207,207,324,0.980,0.885,0.411,17.390,4116,298,4,5,161.565,0.195,1.873,0.534,0.941
296,0.059,250.786,221,216,303,0.865,0.993,0.350,14.834,3511,299,4,5,158.199,0.260,1.264,0.791,0.848
297,0.068,291.750,214,214,414,0.942,0.958,0.411,19.722,4668,300,4,4,161.565,0.195,1.931,0.518,0.941
298,0.051,264.917,214,214,339,0.773,1.000,0.350,13.431,3179,301,5,4,158.199,0.195,1.579,0.633,0.889
299,0.059,273.857,207,207,387,0.812,1.000,0.368,16.199,3834.000,302,5,4,135.000,0.260,1.319,0.758,0.933
300,0.055,244.462,225,205,301,0.812,1.000,0.379,13.427,3178,303,4,4,149.036,0.195,1.735,0.576,0.929
301,0.055,234.615,207,207,265,0.850,0.956,0.350,12.886,3050,304,4,5,158.199,0.195,1.551,0.645,0.929
302,0.063,238.133,205,205,278,0.957,0.869,0.379,15.092,3572,305,4,4,149.036,0.260,1.372,0.729,0.833
303,0.046,266.636,213,213,337,0.812,0.887,0.350,12.392,2933,306,4,5,158.199,0.195,1.603,0.624,0.880
304,0.063,248.933,205,205,295,0.942,0.898,0.411,15.776,3734,307,3,5,161.565,0.195,1.869,0.535,0.909
305,0.055,248.231,207,207,296,0.865,0.922,0.350,13.634,3227,308,4,5,158.199,0.247,1.581,0.632,0.788
306,0.042,234.300,212,212,272,0.773,0.887,0.368,9.899,2343,309,4,4,135.000,0.226,1.854,0.539,0.800
307,0.034,260.625,208,208,309,0.682,0.914,0.291,8.809,2085,310,5,5,153.435,0.195,1.416,0.706,0.800
308,0.055,279.692,214,211,377,0.812,1.000,0.325,15.362,3636,311,5,4,126.870,0.260,1.148,0.871,0.897
309,0.059,243.714,274,206,298,0.919,0.880,0.379,14.416,3412,312,5,3,120.964,0.262,1.587,0.630,0.757
310,0.063,256.133,208,208,322,0.865,1.000,0.379,16.232,3842,313,4,4,149.036,0.260,1.530,0.654,0.857
311,0.059,246.143,230,210,300,0.865,0.993,0.379,14.559,3446,314,4,4,149.036,0.260,1.468,0.681,0.848
312,0.034,233.250,204,204,272,0.682,0.914,0.291,7.884,1866,315,5,5,153.435,0.195,1.435,0.697,0.842
313,0.034,233.125,240,205,272,0.590,1.000,0.276,7.880,1865,316,6,5,135.000,0.195,1.229,0.814,0.941
314,0.034,231.875,205,205,254,0.720,0.820,0.350,7.837,1855,317,5,5,158.199,0.130,2.392,0.418,0.889
315,0.051,247.833,206,206,312,0.812,0.967,0.350,12.565,2974,318,6,6,21.801,0.195,1.579,0.633,0.889
316,0.021,219.600,206,206,235,0.552,0.873,0.234,4.639,1098,319,6,6,33.690,0.174,1.496,0.668,0.714
317,0.042,245.800,214,214,292,0.720,1.000,0.325,10.385,2458,320,6,7,36.870,0.195,1.559,0.641,0.909
318,0.025,233.000,205,205,256,0.498,1.000,0.234,5.907,1398,321,7,4,146.310,0.130,1.500,0.667,1.000
