Time,Area,Mean,Mode,Min,Max,Perim.,Circ.,Feret,IntDen,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
30,0.034,307.125,230,230,402,0.590,1.000,0.276,10.381,2457,101,7,5,135.000,0.195,1.229,0.814,0.941
31,0.034,321.375,229,229,435,0.590,1.000,0.276,10.862,2571,102,7,5,135.000,0.195,1.229,0.814,0.941
32,0.034,368.375,235,235,571,0.590,1.000,0.276,12.451,2947,103,7,5,135.000,0.195,1.229,0.814,0.941
33,0.030,324.429,243,243,434,0.590,1.000,0.234,9.595,2271,104,7,5,123.690,0.195,1.069,0.936,0.875
34,0.030,350.000,253,253,476,0.590,1.000,0.234,10.351,2450,105,7,5,123.690,0.195,1.069,0.936,0.875
35,0.034,374.250,259,259,548,0.590,1.000,0.276,12.650,2994,106,7,5,135.000,0.195,1.229,0.814,0.941
36,0.038,352.556,241,241,518,0.628,1.000,0.276,13.406,3173,107,7,5,135.000,0.195,1.000,1.000,1.000
37,0.025,296.667,263,263,356,0.498,1.000,0.234,7.521,1780,108,7,5,146.310,0.130,1.500,0.667,1.000
38,0.025,332.500,279,279,404,0.498,1.000,0.234,8.429,1995,109,7,5,146.310,0.130,1.500,0.667,1.000
39,0.034,336.250,318,241,483,0.682,0.914,0.268,11.365,2690,110,8,4,104.036,0.195,1.195,0.837,0.800
40,0.038,401.778,280,280,586,0.682,1.000,0.291,15.278,3616,111,7,4,116.565,0.195,1.340,0.746,0.857
41,0.034,333.500,228,228,450,0.590,1.000,0.276,11.272,2668,112,7,4,135.000,0.195,1.229,0.814,0.941
42,0.034,378.000,234,234,545,0.682,0.914,0.268,12.776,3024,113,8,4,104.036,0.195,1.195,0.837,0.800
43,0.034,342.875,275,275,460,0.590,1.000,0.276,11.589,2743,114,7,5,135.000,0.195,1.229,0.814,0.941
44,0.038,385.556,230,230,563,0.682,1.000,0.291,14.661,3470,115,7,8,63.435,0.195,1.340,0.746,0.857
45,0.038,365.000,238,238,536,0.682,1.000,0.291,13.879,3285,116,8,4,116.565,0.195,1.340,0.746,0.857
46,0.042,387.900,244,244,586,0.735,0.982,0.291,16.389,3879,117,7,4,116.565,0.230,1.241,0.806,0.800
47,0.038,328.000,235,235,452,0.682,1.000,0.291,12.472,2952,118,7,8,63.435,0.195,1.340,0.746,0.857
48,0.030,338.429,271,271,426,0.590,1.000,0.234,10.009,2369,119,7,5,123.690,0.195,1.069,0.936,0.875
49,0.025,368.000,306,306,473,0.498,1.000,0.234,9.329,2208,120,7,5,146.310,0.130,1.500,0.667,1.000
50,0.038,382.222,233,233,565,0.682,1.000,0.291,14.534,3440,121,7,4,116.565,0.195,1.340,0.746,0.857
51,0.034,406.250,244,244,571,0.682,0.914,0.268,13.731,3250,122,8,4,104.036,0.195,1.195,0.837,0.800
52,0.042,415.400,235,235,675,0.682,1.000,0.325,17.551,4154,123,7,4,126.870,0.195,1.551,0.645,0.909
53,0.042,393.500,240,240,600,0.720,1.000,0.291,16.625,3935,124,8,4,116.565,0.195,1.236,0.809,0.909
54,0.051,358.167,233,233,567,0.735,1.000,0.291,18.159,4298,125,7,4,116.565,0.260,1.000,1.000,0.857
55,0.038,470.222,249,249,831,0.682,1.000,0.291,17.880,4232,126,7,4,116.565,0.195,1.340,0.746,0.857
56,0.042,439.200,235,235,706,0.735,0.982,0.291,18.556,4392,127,7,4,116.565,0.230,1.241,0.806,0.800
57,0.042,405.000,262,262,584,0.682,1.000,0.325,17.111,4050,128,7,4,126.870,0.195,1.551,0.645,0.909
58,0.051,371.500,228,228,593,0.758,1.000,0.325,18.835,4458,129,7,4,126.870,0.195,1.333,0.750,1.000
59,0.042,401.900,245,245,593,0.682,1.000,0.325,16.980,4019,130,7,4,126.870,0.195,1.551,0.645,0.909
60,0.055,390.154,229,229,648,0.812,1.000,0.325,21.429,5072,131,7,4,126.870,0.260,1.148,0.871,0.897
61,0.059,333.143,227,227,495,0.812,1.000,0.325,19.705,4664,132,7,4,126.870,0.260,1.020,0.981,0.933
62,0.042,354.000,258,258,461,0.682,1.000,0.291,14.957,3540,133,8,4,116.565,0.195,1.327,0.753,0.909
63,0.042,354.900,387,272,459,0.720,1.000,0.291,14.995,3549,134,8,4,116.565,0.195,1.236,0.809,0.909
64,0.055,402.846,230,230,661,0.773,1.000,0.325,22.126,5237,135,7,4,126.870,0.260,1.159,0.863,0.897
65,0.046,407.273,261,261,647,0.720,1.000,0.325,18.928,4480,136,7,4,126.870,0.195,1.372,0.729,0.957
66,0.042,442.900,243,243,761,0.720,1.000,0.291,18.713,4429,137,6,6,153.435,0.195,1.236,0.809,0.909
67,0.042,457.600,231,231,806,0.735,0.982,0.291,19.334,4576,138,8,4,116.565,0.230,1.241,0.806,0.800
68,0.051,393.833,232,232,652,0.812,0.967,0.325,19.967,4726,139,7,4,126.870,0.260,1.218,0.821,0.889
69,0.055,444.000,228,228,745,0.865,0.922,0.350,24.387,5772,140,6,5,158.199,0.260,1.287,0.777,0.812
70,0.046,366.545,229,229,509,0.720,1.000,0.325,17.035,4032,141,7,4,126.870,0.195,1.372,0.729,0.957
71,0.051,377.250,228,228,559,0.812,0.967,0.325,19.127,4527,142,7,4,126.870,0.260,1.218,0.821,0.889
72,0.051,404.333,240,240,641,0.773,1.000,0.325,20.500,4852,143,7,4,126.870,0.260,1.218,0.821,0.889
73,0.055,385.769,234,234,616,0.773,1.000,0.325,21.188,5015,144,7,4,126.870,0.260,1.159,0.863,0.897
74,0.046,363.727,230,230,552,0.720,1.000,0.325,16.904,4001,145,7,4,126.870,0.195,1.372,0.729,0.957
75,0.059,375.786,242,242,523,0.827,1.000,0.350,22.228,5261,146,6,5,158.199,0.260,1.264,0.791,0.848
76,0.059,378.714,229,229,586,0.812,1.000,0.325,22.401,5302,147,7,4,126.870,0.260,1.020,0.981,0.933
77,0.055,406.538,234,234,657,0.773,1.000,0.325,22.329,5285,148,7,4,126.870,0.260,1.159,0.863,0.897
78,0.046,469.636,247,247,849,0.773,0.976,0.291,21.826,5166,149,8,4,116.565,0.260,1.035,0.966,0.846
79,0.059,375.143,244,244,523,0.812,1.000,0.325,22.190,5252,150,7,4,126.870,0.260,1.020,0.981,0.933
80,0.055,406.308,261,261,560,0.773,1.000,0.325,22.316,5282,151,7,4,126.870,0.260,1.159,0.863,0.897
81,0.055,437.462,246,246,826,0.773,1.000,0.325,24.028,5687,152,7,4,126.870,0.260,1.159,0.863,0.897
82,0.055,424.846,262,262,718,0.773,1.000,0.325,23.335,5523,153,7,4,126.870,0.260,1.159,0.863,0.897
83,0.059,380.071,232,232,614,0.812,1.000,0.325,22.481,5321,154,7,4,126.870,0.260,1.020,0.981,0.933
84,0.055,385.462,227,227,607,0.773,1.000,0.325,21.171,5011,155,7,4,126.870,0.260,1.159,0.863,0.897
85,0.046,399.364,235,235,611,0.773,0.976,0.291,18.560,4393,156,8,4,116.565,0.260,1.035,0.966,0.846
86,0.055,442.923,228,228,801,0.773,1.000,0.325,24.328,5758,157,7,4,126.870,0.260,1.159,0.863,0.897
87,0.059,417.857,234,234,640,0.865,0.993,0.350,24.716,5850,158,7,4,111.801,0.260,1.264,0.791,0.848
88,0.051,414.417,239,239,641,0.773,1.000,0.325,21.011,4973,159,7,4,126.870,0.260,1.281,0.780,0.857
89,0.051,462.000,244,244,837,0.773,1.000,0.325,23.423,5544,160,7,4,126.870,0.260,1.135,0.881,0.857
90,0.055,398.000,267,267,582,0.773,1.000,0.325,21.860,5174,161,7,4,126.870,0.260,1.159,0.863,0.897
91,0.063,348.467,434,250,483,0.919,0.942,0.350,22.084,5227,162,7,4,111.801,0.276,1.191,0.840,0.811
92,0.055,467.000,239,239,846,0.827,1.000,0.350,25.650,6071,163,6,5,158.199,0.260,1.312,0.762,0.812
93,0.059,472.429,229,229,820,0.865,0.993,0.350,27.944,6614,164,7,4,111.801,0.260,1.264,0.791,0.848
94,0.046,448.364,289,289,676,0.720,1.000,0.325,20.838,4932,165,6,5,143.130,0.195,1.372,0.729,0.957
95,0.055,494.000,255,255,812,0.812,1.000,0.350,27.133,6422,166,6,5,158.199,0.195,1.551,0.645,0.929
96,0.055,432.462,425,240,734,0.773,1.000,0.325,23.753,5622,167,7,4,126.870,0.260,1.159,0.863,0.897
97,0.055,478.385,228,228,856,0.812,1.000,0.350,26.275,6219,168,6,5,158.199,0.195,1.551,0.645,0.929
98,0.059,419.714,254,254,670,0.812,1.000,0.325,24.826,5876,169,7,4,126.870,0.260,1.125,0.889,0.933
99,0.059,473.143,231,231,812,0.812,1.000,0.325,27.986,6624,170,7,4,126.870,0.260,1.125,0.889,0.933
100,0.059,443.071,230,230,706,0.812,1.000,0.325,26.208,6203,171,7,4,126.870,0.260,1.020,0.981,0.933
101,0.076,372.111,230,230,500,0.957,1.000,0.379,28.299,6698,172,6,4,120.964,0.322,1.137,0.879,0.878
102,0.063,467.867,238,238,784,0.865,1.000,0.350,29.651,7018,173,7,4,111.801,0.260,1.127,0.887,0.857
103,0.068,434.062,252,252,727,0.919,1.000,0.350,29.343,6945,174,7,4,111.801,0.320,1.076,0.929,0.821
104,0.059,491.500,744,254,755,0.812,1.000,0.325,29.072,6881,175,7,4,126.870,0.260,1.125,0.889,0.933
105,0.063,455.533,314,230,752,0.865,1.000,0.350,28.869,6833,176,6,5,158.199,0.260,1.186,0.843,0.882
106,0.059,418.143,244,244,653,0.827,1.000,0.350,24.733,5854,177,6,5,158.199,0.260,1.264,0.791,0.848
107,0.072,417.647,428,239,653,0.942,1.000,0.379,29.997,7100,178,6,4,120.964,0.260,1.134,0.882,0.919
108,0.059,491.357,284,282,895,0.827,1.000,0.350,29.064,6879,179,6,5,158.199,0.260,1.264,0.791,0.848
109,0.059,485.643,237,237,858,0.812,1.000,0.325,28.726,6799,180,7,4,126.870,0.260,1.125,0.889,0.933
110,0.059,431.571,232,232,642,0.865,0.993,0.350,25.527,6042,181,7,4,111.801,0.260,1.127,0.887,0.824
111,0.063,438.467,426,257,623,0.865,1.000,0.350,27.788,6577,182,6,5,158.199,0.260,1.186,0.843,0.882
112,0.055,491.231,323,323,763,0.773,1.000,0.325,26.981,6386,183,7,4,126.870,0.260,1.159,0.863,0.897
113,0.068,444.000,406,229,736,0.919,1.000,0.350,30.014,7104,184,7,4,111.801,0.320,1.076,0.929,0.821
114,0.072,458.706,253,253,775,0.919,1.000,0.350,32.947,7798,185,7,4,111.801,0.322,1.044,0.957,0.850
115,0.063,466.133,233,233,862,0.865,1.000,0.350,29.541,6992,186,6,5,158.199,0.260,1.186,0.843,0.882
116,0.059,516.571,258,258,945,0.812,1.000,0.325,30.555,7232,187,7,4,126.870,0.260,1.125,0.889,0.933
117,0.055,455.538,319,319,690,0.773,1.000,0.325,25.020,5922,188,7,4,126.870,0.260,1.159,0.863,0.897
118,0.059,457.000,246,246,792,0.812,1.000,0.325,27.032,6398,189,7,4,126.870,0.260,1.125,0.889,0.933
119,0.068,430.312,240,240,601,0.919,1.000,0.350,29.089,6885,190,7,4,111.801,0.320,1.076,0.929,0.821
120,0.076,431.944,231,231,724,0.942,1.000,0.416,32.849,7775,191,6,4,128.660,0.260,1.362,0.734,0.947
121,0.068,474.812,228,228,848,0.919,1.000,0.350,32.097,7597,192,7,4,111.801,0.320,1.076,0.929,0.821
122,0.055,488.231,235,235,954,0.773,1.000,0.325,26.816,6347,193,7,4,126.870,0.260,1.159,0.863,0.897
123,0.068,455.250,295,289,688,0.865,1.000,0.350,30.775,7284,194,7,4,111.801,0.260,1.209,0.827,0.889
124,0.063,401.067,238,238,603,0.903,0.976,0.350,25.418,6016,195,5,6,158.199,0.260,1.186,0.843,0.882
125,0.068,403.250,227,227,623,0.957,0.927,0.350,27.260,6452,196,7,4,111.801,0.320,1.058,0.945,0.821
126,0.059,499.357,244,244,900,0.865,0.993,0.350,29.537,6991,197,6,5,158.199,0.260,1.310,0.763,0.848
127,0.072,446.529,247,247,694,0.919,1.000,0.350,32.072,7591,198,7,4,111.801,0.322,1.044,0.957,0.850
128,0.076,485.944,243,242,877,0.957,1.000,0.379,36.956,8747,199,7,4,120.964,0.322,1.130,0.885,0.857
129,0.072,485.059,257,257,818,0.919,1.000,0.350,34.839,8246,200,7,4,111.801,0.322,1.044,0.957,0.850
130,0.072,470.882,255,255,900,0.919,1.000,0.379,33.821,8005,201,7,4,120.964,0.276,1.385,0.722,0.850
131,0.072,489.235,231,231,981,0.903,1.000,0.379,35.139,8317,202,7,4,120.964,0.260,1.263,0.792,0.919
132,0.080,489.474,419,238,866,0.995,1.000,0.416,39.293,9300,203,6,4,128.660,0.322,1.244,0.804,0.884
133,0.076,458.944,234,234,848,0.957,1.000,0.379,34.903,8261,204,6,5,149.036,0.322,1.094,0.914,0.857
134,0.059,497.143,237,237,871,0.812,1.000,0.325,29.406,6960,205,6,5,126.870,0.260,1.020,0.981,0.933
135,0.068,491.812,250,250,837,0.919,1.000,0.350,33.247,7869,206,7,4,111.801,0.320,1.076,0.929,0.821
136,0.076,506.833,263,252,919,1.011,0.935,0.395,38.545,9123,207,5,6,170.538,0.322,1.085,0.922,0.818
137,0.063,469.133,237,237,851,0.865,1.000,0.350,29.731,7037,208,7,4,111.801,0.260,1.127,0.887,0.857
138,0.076,524.611,240,240,923,0.957,1.000,0.379,39.897,9443,209,6,4,120.964,0.320,1.220,0.819,0.857
139,0.076,499.056,229,229,905,1.011,0.935,0.395,37.953,8983,210,5,6,170.538,0.322,1.085,0.922,0.818
140,0.076,458.833,229,229,740,0.957,1.000,0.379,34.894,8259,211,6,4,120.964,0.322,1.130,0.885,0.857
141,0.080,477.947,278,278,798,0.957,1.000,0.379,38.367,9081,212,6,4,120.964,0.322,1.161,0.861,0.884
142,0.068,531.125,227,227,1025,0.903,1.000,0.379,35.904,8498,213,5,5,149.036,0.260,1.292,0.774,0.889
143,0.080,496.053,230,230,816,0.957,1.000,0.379,39.821,9425,214,6,4,120.964,0.320,1.179,0.848,0.864
144,0.080,483.789,241,241,797,0.957,1.000,0.379,38.836,9192,215,6,4,120.964,0.322,1.161,0.861,0.884
145,0.085,490.400,240,240,824,0.995,1.000,0.379,41.439,9808,216,5,5,149.036,0.325,1.083,0.923,0.889
146,0.068,516.688,278,278,930,0.865,1.000,0.350,34.928,8267,217,5,5,158.199,0.260,1.209,0.827,0.889
147,0.068,478.812,257,257,888,0.865,1.000,0.350,32.368,7661,218,5,5,158.199,0.260,1.209,0.827,0.889
148,0.072,449.824,265,237,797,0.903,1.000,0.379,32.309,7647,219,5,5,149.036,0.260,1.263,0.792,0.919
149,0.080,452.947,230,230,750,0.957,1.000,0.379,36.360,8606,220,6,4,120.964,0.322,1.161,0.861,0.884
150,0.072,461.824,231,231,737,0.903,1.000,0.379,33.170,7851,221,5,5,149.036,0.260,1.263,0.792,0.919
151,0.076,464.667,237,237,904,0.957,1.000,0.379,35.338,8364,222,5,8,30.964,0.322,1.130,0.885,0.857
152,0.072,447.882,236,236,736,0.903,1.000,0.379,32.169,7614,223,5,5,149.036,0.260,1.336,0.749,0.919
153,0.072,462.176,233,233,844,0.995,0.911,0.379,33.196,7857,224,5,5,149.036,0.308,1.307,0.765,0.810
154,0.072,477.941,230,230,901,0.919,1.000,0.379,34.328,8125,225,5,8,30.964,0.320,1.131,0.884,0.829
155,0.068,432.000,251,251,695,0.919,1.000,0.379,29.203,6912,226,5,5,149.036,0.276,1.317,0.759,0.821
156,0.085,430.150,227,227,727,0.957,1.000,0.379,36.348,8603,227,6,4,120.964,0.325,1.083,0.923,0.889
157,0.068,455.062,230,230,784,0.903,1.000,0.379,30.762,7281,228,5,5,149.036,0.260,1.441,0.694,0.889
158,0.080,439.421,243,243,739,0.957,1.000,0.379,35.275,8349,229,5,5,149.036,0.325,1.121,0.892,0.864
159,0.085,433.550,231,231,732,0.957,1.000,0.379,36.635,8671,230,6,4,120.964,0.325,1.083,0.923,0.889
160,0.085,442.900,230,230,828,1.049,0.965,0.436,37.425,8858,231,4,5,153.435,0.320,1.441,0.694,0.833
161,0.068,469.000,262,262,708,0.903,1.000,0.379,31.704,7504,232,5,4,149.036,0.260,1.233,0.811,0.914
162,0.080,458.842,235,235,752,0.995,1.000,0.379,36.834,8718,233,5,4,120.964,0.325,1.083,0.923,0.884
163,0.085,423.650,255,231,800,0.995,1.000,0.379,35.798,8473,234,5,5,149.036,0.325,1.083,0.923,0.889
164,0.089,443.810,239,239,767,0.995,1.000,0.416,39.377,9320,235,5,4,128.660,0.325,1.182,0.846,0.913
165,0.072,443.412,227,227,668,0.942,1.000,0.379,31.848,7538,236,5,4,149.036,0.260,1.134,0.882,0.919
166,0.085,436.150,248,248,719,0.957,1.000,0.379,36.855,8723,237,6,4,120.964,0.325,1.083,0.923,0.889
167,0.072,440.353,475,242,709,0.942,1.000,0.416,31.628,7486,238,5,4,141.340,0.260,1.389,0.720,0.944
168,0.068,445.625,230,230,739,0.903,1.000,0.379,30.124,7130,239,5,4,149.036,0.260,1.234,0.810,0.889
169,0.072,439.176,337,237,648,0.903,1.000,0.379,31.544,7466,240,5,4,149.036,0.260,1.263,0.792,0.919
170,0.072,396.588,267,267,582,0.903,1.000,0.379,28.485,6742,241,5,4,149.036,0.260,1.263,0.792,0.919
171,0.068,450.812,269,269,779,0.865,1.000,0.350,30.475,7213,242,5,5,158.199,0.260,1.209,0.827,0.889
172,0.063,445.867,243,243,824,0.827,1.000,0.350,28.257,6688,243,5,5,158.199,0.260,1.295,0.772,0.857
173,0.059,423.000,284,254,739,0.827,1.000,0.350,25.020,5922,244,5,5,158.199,0.260,1.264,0.791,0.848
174,0.072,415.059,229,229,648,0.957,0.985,0.379,29.812,7056,245,5,4,120.964,0.320,1.194,0.838,0.850
175,0.063,410.467,243,243,637,0.865,1.000,0.379,26.013,6157,246,5,4,149.036,0.260,1.392,0.718,0.882
176,0.068,414.000,243,243,671,0.865,1.000,0.350,27.986,6624,247,5,5,158.199,0.260,1.209,0.827,0.889
177,0.080,421.737,230,230,828,0.957,1.000,0.379,33.855,8013,248,5,8,30.964,0.322,1.161,0.861,0.884
178,0.072,433.824,475,230,801,0.957,0.985,0.379,31.159,7375,249,5,5,149.036,0.320,1.209,0.827,0.829
179,0.068,494.875,244,244,759,0.903,1.000,0.368,33.454,7918,250,5,8,45.000,0.260,1.150,0.869,0.889
180,0.068,448.562,269,269,692,0.903,1.000,0.379,30.323,7177,251,5,4,149.036,0.260,1.233,0.811,0.914
181,0.068,446.625,282,247,768,0.865,1.000,0.379,30.192,7146,252,5,8,30.964,0.260,1.292,0.774,0.889
182,0.072,405.882,238,238,598,0.903,1.000,0.416,29.152,6900,253,5,4,141.340,0.260,1.497,0.668,0.919
183,0.068,441.250,230,230,675,0.903,1.000,0.379,29.829,7060,254,5,4,149.036,0.260,1.234,0.810,0.889
184,0.063,394.600,228,228,582,0.865,1.000,0.350,25.008,5919,255,5,5,158.199,0.260,1.186,0.843,0.882
185,0.072,419.765,228,228,670,0.957,0.985,0.379,30.150,7136,256,5,4,120.964,0.320,1.194,0.838,0.850
186,0.068,409.312,237,237,743,0.919,1.000,0.350,27.670,6549,257,6,4,111.801,0.320,1.076,0.929,0.821
187,0.068,424.312,237,237,715,0.903,1.000,0.379,28.684,6789,258,5,5,149.036,0.260,1.392,0.718,0.889
188,0.059,442.857,237,237,786,0.865,0.993,0.379,26.195,6200,259,5,5,149.036,0.260,1.460,0.685,0.848
189,0.072,406.118,227,227,590,0.942,1.000,0.416,29.169,6904,260,5,5,141.340,0.260,1.497,0.668,0.919
190,0.072,454.824,231,231,679,0.903,1.000,0.379,32.668,7732,261,5,5,149.036,0.260,1.263,0.792,0.919
191,0.063,397.800,237,237,613,0.865,1.000,0.350,25.211,5967,262,5,5,158.199,0.260,1.186,0.843,0.882
192,0.068,416.250,243,243,664,0.903,1.000,0.379,28.139,6660,263,5,5,149.036,0.260,1.314,0.761,0.914
193,0.059,436.571,244,244,721,0.812,1.000,0.368,25.823,6112,264,5,4,135.000,0.260,1.239,0.807,0.933
194,0.063,385.667,244,244,550,0.865,1.000,0.350,24.442,5785,265,5,5,158.199,0.260,1.186,0.843,0.882
195,0.068,387.438,244,244,527,0.957,0.927,0.379,26.191,6199,266,5,4,120.964,0.276,1.337,0.748,0.842
196,0.059,416.857,465,240,531,0.903,0.911,0.395,24.657,5836,267,4,6,170.538,0.195,1.768,0.565,0.875
197,0.051,446.417,278,278,718,0.758,1.000,0.325,22.633,5357,268,5,5,143.130,0.195,1.333,0.750,1.000
198,0.051,498.167,241,241,826,0.758,1.000,0.325,25.257,5978,269,5,5,143.130,0.195,1.333,0.750,1.000
199,0.059,432.357,227,227,732,0.865,0.993,0.350,25.574,6053,270,5,6,158.199,0.260,1.264,0.791,0.848
200,0.051,450.000,268,268,790,0.758,1.000,0.325,22.815,5400,271,5,5,143.130,0.195,1.333,0.750,1.000
201,0.051,382.083,229,229,528,0.812,0.967,0.325,19.372,4585,272,5,5,126.870,0.260,1.218,0.821,0.889
202,0.063,434.600,239,239,672,0.903,0.976,0.379,27.543,6519,273,5,5,149.036,0.260,1.439,0.695,0.857
203,0.063,410.467,254,254,631,0.865,1.000,0.379,26.013,6157,274,5,5,149.036,0.260,1.435,0.697,0.882
204,0.059,359.643,249,249,510,0.865,0.993,0.350,21.273,5035,275,5,6,158.199,0.260,1.240,0.807,0.824
205,0.059,355.643,236,236,489,0.865,0.993,0.379,21.036,4979,276,5,5,149.036,0.260,1.563,0.640,0.848
206,0.051,407.667,240,240,624,0.773,1.000,0.325,20.669,4892,277,5,8,36.870,0.260,1.135,0.881,0.857
207,0.055,392.308,245,245,578,0.812,1.000,0.350,21.548,5100,278,5,5,158.199,0.195,1.551,0.645,0.929
208,0.063,424.067,240,240,781,0.865,1.000,0.379,26.875,6361,279,5,5,149.036,0.260,1.435,0.697,0.882
209,0.059,441.500,274,274,677,0.812,1.000,0.325,26.115,6181,280,5,5,126.870,0.260,1.020,0.981,0.933
210,0.063,395.200,258,239,686,0.865,1.000,0.350,25.046,5928,281,5,6,158.199,0.260,1.295,0.772,0.857
211,0.055,380.000,247,247,522,0.812,1.000,0.325,20.872,4940,282,5,5,126.870,0.260,1.148,0.871,0.897
212,0.051,412.333,253,253,628,0.758,1.000,0.325,20.905,4948,283,5,5,143.130,0.195,1.333,0.750,1.000
213,0.051,456.250,233,233,795,0.773,1.000,0.325,23.132,5475,284,5,8,36.870,0.260,1.135,0.881,0.857
214,0.051,361.750,378,237,499,0.758,1.000,0.325,18.341,4341,285,5,5,143.130,0.195,1.333,0.750,1.000
215,0.051,455.583,257,257,705,0.773,1.000,0.325,23.098,5467,286,5,8,36.870,0.260,1.135,0.881,0.857
216,0.051,392.167,578,239,578,0.773,1.000,0.350,19.883,4706,287,5,5,158.199,0.195,1.579,0.633,0.889
217,0.046,407.364,284,284,579,0.720,1.000,0.325,18.932,4481,288,5,5,143.130,0.195,1.372,0.729,0.957
218,0.051,445.167,246,246,759,0.812,0.967,0.350,22.570,5342,289,5,6,158.199,0.195,1.579,0.633,0.889
219,0.055,401.615,234,234,583,0.850,0.956,0.350,22.059,5221,290,5,6,158.199,0.195,1.551,0.645,0.929
220,0.055,421.000,255,255,666,0.812,1.000,0.379,23.123,5473,291,5,5,149.036,0.195,1.735,0.576,0.929
221,0.080,428.211,297,229,708,0.957,1.000,0.379,34.375,8136,292,5,5,149.036,0.325,1.100,0.909,0.864
222,0.059,409.214,255,255,659,0.827,1.000,0.350,24.205,5729,293,5,8,21.801,0.260,1.264,0.791,0.848
223,0.055,379.000,233,233,589,0.812,1.000,0.350,20.817,4927,294,5,6,158.199,0.195,1.622,0.617,0.929
224,0.046,450.636,235,235,781,0.720,1.000,0.325,20.943,4957,295,5,5,143.130,0.195,1.372,0.729,0.957
225,0.063,420.333,232,232,704,0.903,0.976,0.379,26.639,6305,296,5,5,149.036,0.260,1.439,0.695,0.857
226,0.051,374.333,231,231,529,0.773,1.000,0.325,18.979,4492,297,5,5,143.130,0.260,1.135,0.881,0.857
