Time,Area,Mean,Mode,Min,Max,Perim.,Circ.,Feret,IntDen,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
220,0.076,289.167,164,164,476,0.957,1.000,0.379,21.991,5205.000,228,6,10,30.964,0.320,1.220,0.819,0.857
221,0.089,277.762,162,162,470,1.033,1.000,0.416,24.644,5833.000,229,7,6,128.660,0.325,1.062,0.942,0.913
222,0.097,295.652,169,164,636,1.125,0.964,0.495,28.730,6800.000,230,8,6,113.199,0.260,1.726,0.579,0.920
223,0.085,301.300,259,172,492,1.033,0.994,0.436,25.460,6026.000,231,8,6,116.565,0.260,1.568,0.638,0.909
224,0.072,269.294,164,164,387,0.957,0.985,0.379,19.342,4578.000,232,7,11,30.964,0.320,1.194,0.838,0.850
225,0.085,296.100,162,162,556,0.995,1.000,0.411,25.020,5922.000,233,8,6,108.435,0.260,1.435,0.697,0.909
226,0.076,305.944,164,164,576,0.957,1.000,0.379,23.267,5507.000,234,6,10,30.964,0.320,1.220,0.819,0.857
227,0.089,264.429,174,163,556,1.125,0.880,0.460,23.461,5553.000,235,9,6,98.130,0.260,1.515,0.660,0.875
228,0.085,253.450,185,168,380,1.049,0.965,0.411,21.417,5069.000,236,8,6,108.435,0.325,1.315,0.760,0.833
229,0.080,258.737,233,164,360,0.995,1.000,0.411,20.770,4916.000,237,8,12,71.565,0.260,1.343,0.744,0.884
230,0.068,298.625,163,163,542,0.903,1.000,0.379,20.187,4778.000,238,7,11,59.036,0.260,1.314,0.761,0.914
231,0.046,346.273,195,195,555,0.773,0.976,0.291,16.093,3809.000,239,8,6,116.565,0.260,1.035,0.966,0.846
232,0.046,316.636,167,167,591,0.773,0.976,0.291,14.716,3483.000,240,7,7,116.565,0.260,1.035,0.966,0.846
233,0.072,306.118,254,178,462,0.903,1.000,0.379,21.987,5204.000,241,7,11,59.036,0.260,1.263,0.792,0.919
234,0.059,307.571,164,164,574,0.865,0.993,0.350,18.193,4306.000,242,7,11,68.199,0.260,1.264,0.791,0.848
235,0.051,319.083,166,166,604,0.812,0.967,0.325,16.178,3829.000,243,7,10,36.870,0.260,1.218,0.821,0.889
236,0.055,312.231,179,179,501,0.850,0.956,0.350,17.149,4059.000,244,8,6,111.801,0.195,1.551,0.645,0.929
237,0.068,290.500,193,193,462,0.865,1.000,0.350,19.638,4648.000,245,8,6,111.801,0.260,1.209,0.827,0.889
238,0.072,253.824,171,171,340,0.903,1.000,0.379,18.231,4315.000,246,7,11,59.036,0.260,1.263,0.792,0.919
239,0.072,267.824,174,174,384,0.903,1.000,0.379,19.236,4553.000,247,6,10,30.964,0.260,1.263,0.792,0.919
240,0.076,264.167,166,166,408,0.995,0.965,0.379,20.090,4755.000,248,6,9,30.964,0.322,1.137,0.879,0.878
241,0.055,269.692,168,168,425,0.812,1.000,0.325,14.813,3506.000,249,7,6,126.870,0.260,1.148,0.871,0.897
242,0.059,245.786,172,172,320,0.812,1.000,0.325,14.538,3441.000,250,7,6,126.870,0.260,1.020,0.981,0.933
243,0.042,252.500,170,170,377,0.720,1.000,0.291,10.668,2525.000,251,8,6,116.565,0.195,1.236,0.809,0.909
244,0.046,218.636,260,169,288,0.735,1.000,0.291,10.161,2405.000,252,8,6,116.565,0.260,1.139,0.878,0.815
245,0.063,228.067,167,167,330,0.865,1.000,0.379,14.454,3421.000,253,6,10,30.964,0.260,1.435,0.697,0.882
246,0.055,253.154,198,188,360,0.773,1.000,0.325,13.904,3291.000,254,7,10,36.870,0.260,1.159,0.863,0.897
247,0.034,284.875,200,200,403,0.682,0.914,0.268,9.629,2279.000,255,8,6,104.036,0.195,1.195,0.837,0.800
248,0.051,237.583,175,175,335,0.773,1.000,0.325,12.045,2851.000,256,7,10,36.870,0.260,1.135,0.881,0.857
249,0.042,250.400,166,166,360,0.682,1.000,0.291,10.579,2504.000,257,7,7,153.435,0.195,1.327,0.753,0.909
250,0.046,233.364,165,165,333,0.735,1.000,0.291,10.846,2567.000,258,7,7,153.435,0.260,1.139,0.878,0.815
251,0.042,232.300,165,165,308,0.735,0.982,0.291,9.815,2323.000,259,8,6,116.565,0.230,1.241,0.806,0.800
252,0.051,231.833,162,162,335,0.773,1.000,0.325,11.754,2782.000,260,7,10,36.870,0.260,1.218,0.821,0.889
253,0.051,244.250,164,164,322,0.773,1.000,0.325,12.383,2931.000,261,7,10,36.870,0.260,1.135,0.881,0.857
254,0.046,220.909,221,165,284,0.773,0.976,0.325,10.267,2430.000,262,7,10,36.870,0.233,1.450,0.690,0.815
255,0.046,331.818,184,184,612,0.720,1.000,0.325,15.421,3650.000,263,7,10,53.130,0.195,1.372,0.729,0.957
256,0.059,336.214,168,167,684,0.827,1.000,0.350,19.887,4707.000,264,6,9,21.801,0.260,1.184,0.845,0.824
257,0.055,267.000,162,162,412,0.865,0.922,0.331,14.665,3471.000,265,6,8,168.690,0.260,1.145,0.874,0.812
258,0.072,299.294,200,166,525,0.919,1.000,0.379,21.497,5088.000,266,6,10,30.964,0.276,1.385,0.722,0.850
259,0.059,267.500,163,163,431,0.865,0.993,0.350,15.823,3745.000,267,6,9,21.801,0.260,1.127,0.887,0.824
260,0.055,265.308,181,181,414,0.773,1.000,0.325,14.572,3449.000,268,6,9,36.870,0.260,1.159,0.863,0.897
261,0.055,219.462,188,165,293,0.773,1.000,0.325,12.054,2853.000,269,7,6,126.870,0.260,1.159,0.863,0.897
262,0.038,240.778,172,172,324,0.682,1.000,0.291,9.156,2167.000,270,8,6,116.565,0.195,1.340,0.746,0.857
263,0.038,214.111,164,164,285,0.682,1.000,0.291,8.142,1927.000,271,8,10,63.435,0.195,1.340,0.746,0.857
264,0.051,242.250,167,167,339,0.773,1.000,0.325,12.282,2907.000,272,7,10,36.870,0.260,1.281,0.780,0.857
265,0.051,232.500,173,173,325,0.827,0.931,0.350,11.788,2790.000,273,6,9,21.801,0.230,1.504,0.665,0.800
266,0.042,252.500,179,179,330,0.682,1.000,0.325,10.668,2525.000,274,7,10,53.130,0.195,1.551,0.645,0.909
267,0.051,287.500,190,174,441,0.773,1.000,0.325,14.576,3450.000,275,7,10,36.870,0.260,1.281,0.781,0.857
268,0.055,255.308,168,168,400,0.773,1.000,0.325,14.023,3319.000,276,6,9,36.870,0.260,1.159,0.863,0.897
269,0.055,258.846,162,162,429,0.865,0.922,0.379,14.217,3365.000,277,6,9,30.964,0.260,1.595,0.627,0.812
270,0.046,246.727,172,172,337,0.735,1.000,0.325,11.467,2714.000,278,7,10,36.870,0.230,1.450,0.689,0.846
271,0.042,214.800,173,173,269,0.773,0.887,0.325,9.075,2148.000,279,6,9,36.870,0.230,1.587,0.630,0.800
272,0.034,244.750,180,180,335,0.682,0.914,0.291,8.273,1958.000,280,6,9,26.565,0.195,1.435,0.697,0.842
273,0.038,254.667,164,164,361,0.682,1.000,0.325,9.684,2292.000,281,6,9,36.870,0.195,1.542,0.648,0.857
274,0.038,198.222,162,162,264,0.643,1.000,0.291,7.537,1784.000,282,6,9,26.565,0.195,1.340,0.746,0.857
275,0.004,167.000,167,167,167,0.184,1.000,0.092,0.706,167.000,283,2,2,135.000,0.065,1.000,1.000,1.000
276,0.030,234.857,165,165,299,0.552,1.000,0.234,6.946,1644.000,283,7,7,123.690,0.195,1.069,0.936,0.875
277,0.038,242.667,177,177,347,0.628,1.000,0.276,9.227,2184.000,284,7,6,135.000,0.195,1.000,1.000,1.000
278,0.042,226.600,163,163,309,0.720,1.000,0.291,9.574,2266.000,285,7,6,116.565,0.195,1.236,0.809,0.909
279,0.025,228.500,182,182,272,0.498,1.000,0.234,5.792,1371.000,286,7,7,146.310,0.130,1.500,0.667,1.000
280,0.030,196.571,165,165,241,0.552,1.000,0.276,5.814,1376.000,287,7,9,45.000,0.184,1.596,0.626,0.875
281,0.030,215.571,166,166,271,0.643,0.898,0.291,6.376,1509.000,288,6,9,26.565,0.184,1.668,0.600,0.778
282,0.030,231.429,193,193,306,0.590,1.000,0.234,6.845,1620.000,289,7,7,123.690,0.195,1.069,0.936,0.875
283,0.034,234.750,178,178,304,0.590,1.000,0.276,7.935,1878.000,290,7,7,135.000,0.195,1.229,0.814,0.941
284,0.030,252.286,169,169,340,0.590,1.000,0.234,7.461,1766.000,291,7,7,123.690,0.195,1.069,0.936,0.875
285,0.034,284.750,170,170,459,0.590,1.000,0.276,9.625,2278.000,292,7,10,45.000,0.195,1.229,0.814,0.941
286,0.034,218.625,209,168,273,0.590,1.000,0.276,7.390,1749.000,293,7,10,45.000,0.195,1.229,0.814,0.941
287,0.004,166.000,166,166,166,0.184,1.000,0.092,0.701,166.000,294,7,8,135.000,0.065,1.000,1.000,1.000
288,0.025,214.000,165,165,296,0.552,1.000,0.234,5.425,1284.000,295,7,7,123.690,0.184,1.291,0.775,0.800
289,0.021,209.200,176,176,243,0.460,1.000,0.234,4.419,1046.000,296,7,9,33.690,0.130,1.553,0.644,0.909
290,0.025,179.500,165,163,221,0.552,1.000,0.234,4.550,1077.000,297,7,10,33.690,0.184,1.291,0.775,0.800
291,0.025,230.833,163,163,302,0.498,1.000,0.234,5.852,1385.000,298,7,8,146.310,0.130,1.500,0.667,1.000
292,0.025,227.500,179,179,279,0.552,1.000,0.234,5.767,1365.000,299,7,9,33.690,0.184,1.291,0.775,0.800
293,0.034,208.250,209,166,254,0.590,1.000,0.276,7.039,1666.000,300,7,10,45.000,0.195,1.229,0.814,0.941
294,0.025,259.167,197,197,341,0.552,1.000,0.234,6.570,1555.000,301,7,10,33.690,0.184,1.291,0.775,0.800
295,0.030,228.429,188,188,305,0.552,1.000,0.276,6.756,1599.000,302,7,10,45.000,0.184,1.596,0.626,0.875
296,0.021,199.000,175,175,236,0.498,1.000,0.234,4.204,995.000,303,7,10,56.310,0.130,1.553,0.644,0.909
297,0.013,194.667,176,176,223,0.368,1.000,0.184,2.467,584.000,304,7,8,135.000,0.130,1.464,0.683,0.857
298,0.030,206.857,162,162,283,0.552,1.000,0.234,6.118,1448.000,305,7,7,123.690,0.195,1.069,0.936,0.875
299,0.042,223.700,163,163,307,0.682,1.000,0.291,9.451,2237.000,306,7,6,116.565,0.195,1.327,0.753,0.909
300,0.013,183.333,171,171,199,0.368,1.000,0.184,2.324,550.000,307,7,9,45.000,0.130,1.464,0.683,0.857
301,0.030,248.143,186,186,322,0.590,1.000,0.234,7.339,1737.000,308,8,7,123.690,0.195,1.069,0.936,0.875
302,0.034,262.375,272,197,340,0.590,1.000,0.276,8.868,2099.000,309,7,10,45.000,0.195,1.229,0.814,0.941
303,0.034,241.375,185,185,358,0.590,1.000,0.276,8.158,1931.000,310,7,10,45.000,0.195,1.229,0.814,0.941
304,0.030,235.571,220,171,328,0.552,1.000,0.234,6.967,1649.000,311,7,7,123.690,0.195,1.069,0.936,0.875
305,0.017,179.750,164,164,197,0.460,1.000,0.206,3.038,719.000,312,7,8,161.565,0.130,1.468,0.681,0.800
306,0.008,171.000,168,168,174,0.276,1.000,0.145,1.445,342.000,313,7,8,153.435,0.065,2.000,0.500,1.000
307,0.025,198.000,167,167,242,0.498,1.000,0.234,5.019,1188.000,314,7,7,123.690,0.130,1.500,0.667,1.000
308,0.017,224.250,193,193,249,0.368,1.000,0.184,3.790,897.000,315,7,8,135.000,0.130,1.000,1.000,1.000
309,0.017,197.750,163,163,244,0.368,1.000,0.184,3.342,791.000,317,7,7,135.000,0.130,1.000,1.000,1.000
310,0.017,215.250,243,187,243,0.368,1.000,0.184,3.638,861.000,318,7,7,135.000,0.130,1.000,1.000,1.000
311,0.034,201.625,166,166,267,0.590,1.000,0.276,6.815,1613.000,319,7,10,45.000,0.195,1.229,0.814,0.941
312,0.013,176.000,164,164,183,0.368,1.000,0.184,2.231,528.000,320,8,7,135.000,0.130,1.464,0.683,0.857
313,0.025,195.500,185,164,250,0.552,1.000,0.234,4.956,1173.000,321,7,10,33.690,0.184,1.291,0.775,0.800
314,0.004,194.000,194,194,194,0.184,1.000,0.092,0.820,194.000,322,8,8,135.000,0.065,1.000,1.000,1.000
315,0.017,236.250,220,220,254,0.368,1.000,0.184,3.993,945.000,323,8,7,135.000,0.130,1.000,1.000,1.000
316,0.021,212.600,182,182,282,0.552,0.873,0.206,4.491,1063.000,325,8,7,108.435,0.184,1.000,1.000,0.714
317,0.013,171.667,164,164,184,0.368,1.000,0.184,2.176,515.000,328,8,10,45.000,0.130,1.464,0.683,0.857
318,0.017,186.500,163,163,231,0.460,1.000,0.206,3.152,746.000,329,7,8,161.565,0.130,1.468,0.681,0.800
319,0.004,164.000,164,164,164,0.184,1.000,0.092,0.693,164.000,331,8,8,135.000,0.065,1.000,1.000,1.000
320,0.013,178.667,169,169,184,0.368,1.000,0.184,2.265,536.000,332,7,9,45.000,0.130,1.464,0.683,0.857
321,0.030,206.429,165,165,289,0.552,1.000,0.234,6.105,1445.000,333,7,7,123.690,0.195,1.069,0.936,0.875
322,0.004,164.000,164,164,164,0.184,1.000,0.092,0.693,164.000,334,8,8,135.000,0.065,1.000,1.000,1.000
323,0.017,172.000,167,167,180,0.368,1.000,0.184,2.907,688.000,336,7,8,135.000,0.130,1.000,1.000,1.000
324,0.004,172.000,172,172,172,0.184,1.000,0.092,0.727,172.000,337,7,9,135.000,0.065,1.000,1.000,1.000
325,0.017,175.000,167,167,187,0.368,1.000,0.184,2.958,700.000,338,7,8,135.000,0.130,1.000,1.000,1.000
326,0.008,184.000,181,181,187,0.314,1.000,0.145,1.555,368.000,339,8,8,116.565,0.065,2.000,0.500,1.000
327,0.013,169.000,162,162,179,0.368,1.000,0.184,2.142,507.000,340,7,8,135.000,0.130,1.464,0.683,0.857
328,0.021,190.400,177,177,207,0.498,1.000,0.234,4.022,952.000,341,7,7,123.690,0.130,1.553,0.644,0.909
329,0.013,176.333,168,168,187,0.368,1.000,0.184,2.235,529.000,343,6,9,45.000,0.130,1.464,0.683,0.857
330,0.008,171.500,166,166,177,0.276,1.000,0.145,1.449,343.000,345,7,8,153.435,0.065,2.000,0.500,1.000
